"PARAMETER_KEY","Result","NAME","ABBREVIATION","Name.full","SAMPLE_DATE","SAMPLE_TIME","STATION_KEY","LOCATION_DESCRIPTION","SAMPLE_MATRIX","METHOD_DETECTION_LIMIT","METHOD_REPORTING_LIMIT","QA_QC_TYPE","STATUS","UNIT","SUBPROJECT_NAME","Result_clean"
5229,"0.2","Salinity","Field","FieldSalinity",2003-07-08,1899-12-30 17:10:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.2"
5195,"360","Conductivity","Field","FieldConductivity",2003-07-08,1899-12-30 17:10:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","360"
5229,"1.0","Salinity","Field","FieldSalinity",2003-07-08,1899-12-30 18:20:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.0"
5195,"1905","Conductivity","Field","FieldConductivity",2003-07-08,1899-12-30 18:20:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","1905"
5229,"2.6","Salinity","Field","FieldSalinity",2003-07-08,1899-12-30 19:20:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","2.6"
5195,"4762","Conductivity","Field","FieldConductivity",2003-07-08,1899-12-30 19:20:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","4762"
5229,"0.2","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 16:06:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.2"
5229,"0.2","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 14:03:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.2"
5229,"0.2","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 12:09:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.2"
5229,"0.2","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 10:02:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.2"
5229,"0.2","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 08:22:00,32642,"Pistol River above Pistol Loop Road Bridge","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.2"
5229,"0.0","Salinity","Field","FieldSalinity",2003-07-30,1899-12-30 10:45:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.0"
5195,"89","Conductivity","Field","FieldConductivity",2003-07-30,1899-12-30 10:45:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","89"
5195,"91","Conductivity","Field","FieldConductivity",2004-12-08,1899-12-30 10:04:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","91"
5195,"86","Conductivity","Field","FieldConductivity",2005-03-01,1899-12-30 16:36:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","86"
5195,"52","Conductivity","Field","FieldConductivity",2006-01-11,1899-12-30 09:20:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","52"
5195,"91","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 12:40:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","91"
5195,"106","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 09:00:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","106"
5195,"70","Conductivity","Field","FieldConductivity",2008-04-22,1899-12-30 09:05:00,32644,"Silver Creek near mouth (Lower Rogue)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","70"
5195,"82","Conductivity","Field","FieldConductivity",2004-12-08,1899-12-30 09:16:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","82"
5195,"94","Conductivity","Field","FieldConductivity",2005-03-01,1899-12-30 16:00:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","94"
5195,"96","Conductivity","Field","FieldConductivity",2005-03-22,1899-12-30 09:00:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","96"
5195,"82","Conductivity","Field","FieldConductivity",2005-11-06,1899-12-30 09:45:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","82"
5195,"71","Conductivity","Field","FieldConductivity",2006-01-11,1899-12-30 08:15:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","71"
5195,"74","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 14:10:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","74"
5195,"76","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 11:56:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","76"
5195,"138","Conductivity","Field","FieldConductivity",2008-04-22,1899-12-30 09:20:00,32666,"Crook Creek at Pistol River Loop Road (Pistol River)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","138"
5229,"0.0","Salinity","Field","FieldSalinity",2003-06-25,1899-12-30 15:20:00,32667,"North Langlois Creek near Langlois (tributary to New River)","Surface water",NA,0.1,"Sample - Field Primary","B","ppth","Volunteer Monitoring Reports","0.0"
5195,"91","Conductivity","Field","FieldConductivity",2003-06-25,1899-12-30 15:20:00,32667,"North Langlois Creek near Langlois (tributary to New River)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","91"
5229,"0.0","Salinity","Field","FieldSalinity",2003-06-25,1899-12-30 15:21:00,32667,"North Langlois Creek near Langlois (tributary to New River)","Surface water",NA,0.1,"Sample - Field Duplicate","B","ppth","Volunteer Monitoring Reports","0.0"
5229,"0.0","Salinity","Field","FieldSalinity",2003-07-22,1899-12-30 11:55:00,32667,"North Langlois Creek near Langlois (tributary to New River)","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.0"
5195,"105","Conductivity","Field","FieldConductivity",2003-07-22,1899-12-30 11:55:00,32667,"North Langlois Creek near Langlois (tributary to New River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","105"
5195,"119","Conductivity","Field","FieldConductivity",2004-04-13,1899-12-30 11:20:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","119"
5195,"94","Conductivity","Field","FieldConductivity",2004-12-08,1899-12-30 08:55:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","94"
5195,"114","Conductivity","Field","FieldConductivity",2005-03-01,1899-12-30 15:30:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","114"
5195,"117","Conductivity","Field","FieldConductivity",2005-03-22,1899-12-30 08:35:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","117"
5195,"95","Conductivity","Field","FieldConductivity",2005-11-06,1899-12-30 08:25:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","95"
5195,"77","Conductivity","Field","FieldConductivity",2006-01-11,1899-12-30 08:19:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","77"
5195,"70","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 13:51:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","70"
5195,"80","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 08:13:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","80"
5195,"119","Conductivity","Field","FieldConductivity",2008-04-22,1899-12-30 09:08:00,32859,"Indian Creek near mouth (Rogue River)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","119"
5195,"66","Conductivity","Field","FieldConductivity",2004-12-08,1899-12-30 10:10:00,34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","66"
5195,"93","Conductivity","Field","FieldConductivity",2005-03-01,1899-12-30 16:00:00,34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93"
5195,"78","Conductivity","Field","FieldConductivity",2005-03-22,1899-12-30 10:00:00,34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","78"
5195,"57","Conductivity","Field","FieldConductivity",2006-01-11,1899-12-30 10:12:00,34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","57"
5195,"68","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 13:50:00,34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","68"
5195,"76","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 10:01:00,34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","76"
5195,"93","Conductivity","Field","FieldConductivity",2008-04-22,1899-12-30 09:40:00,34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93"
5195,"174","Conductivity","Field","FieldConductivity",2005-07-21,1899-12-30 12:45:00,34304,"Turner Creek ABV riparian project (Hunter)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","174"
5195,"105","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 09:15:00,34304,"Turner Creek ABV riparian project (Hunter)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","105"
5229,"0.1","Salinity","Field","FieldSalinity",2004-07-13,1899-12-30 07:58:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.1"
5195,"236","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 07:58:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","236"
5229,"0","Salinity","Field","FieldSalinity",2004-07-13,1899-12-30 08:11:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0"
5195,"146","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 08:11:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","146"
5195,"135","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 13:37:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","135"
5229,"0.1","Salinity","Field","FieldSalinity",2004-07-13,1899-12-30 16:36:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.1"
5195,"137","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 16:36:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","137"
5229,"0.1","Salinity","Field","FieldSalinity",2004-07-13,1899-12-30 10:21:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0.1"
5195,"220","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 10:21:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","220"
5229,"0","Salinity","Field","FieldSalinity",2004-07-13,1899-12-30 10:29:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0"
5195,"132","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 10:29:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","132"
5229,"0","Salinity","Field","FieldSalinity",2004-08-10,1899-12-30 12:10:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample - Field Primary","B","ppth","Volunteer Monitoring Reports","0"
5195,"124","Conductivity","Field","FieldConductivity",2004-08-10,1899-12-30 12:10:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","124"
5229,"0","Salinity","Field","FieldSalinity",2004-08-10,1899-12-30 12:11:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample - Field Duplicate","B","ppth","Volunteer Monitoring Reports","0"
5195,"124","Conductivity","Field","FieldConductivity",2004-08-10,1899-12-30 12:11:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","124"
5229,"0","Salinity","Field","FieldSalinity",2004-08-10,1899-12-30 08:40:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0"
5195,"139","Conductivity","Field","FieldConductivity",2004-08-10,1899-12-30 08:40:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","139"
5229,"0","Salinity","Field","FieldSalinity",2004-08-10,1899-12-30 21:20:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0"
5195,"133","Conductivity","Field","FieldConductivity",2004-08-10,1899-12-30 21:20:00,34309,"Sixes River at RM 1.1  ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","133"
5195,"92","Conductivity","Field","FieldConductivity",2004-05-13,1899-12-30 10:20:00,34312,"Cedar Creek at Pit Road (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5195,"96","Conductivity","Field","FieldConductivity",2004-08-18,1899-12-30 10:32:00,34312,"Cedar Creek at Pit Road (Elk)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","96"
5229,"0","Salinity","Field","FieldSalinity",2004-07-13,1899-12-30 19:36:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,0.1,"Sample - Field Primary","B","ppth","Volunteer Monitoring Reports","0"
5195,"62","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 19:36:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","62"
5229,"0","Salinity","Field","FieldSalinity",2004-07-13,1899-12-30 19:37:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,0.1,"Sample - Field Duplicate","B","ppth","Volunteer Monitoring Reports","0"
5195,"62","Conductivity","Field","FieldConductivity",2004-07-13,1899-12-30 19:37:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","62"
5229,"0","Salinity","Field","FieldSalinity",2004-08-10,1899-12-30 18:40:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0"
5195,"81","Conductivity","Field","FieldConductivity",2004-08-10,1899-12-30 18:40:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","81"
5229,"0","Salinity","Field","FieldSalinity",2004-08-10,1899-12-30 08:55:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0"
5195,"82","Conductivity","Field","FieldConductivity",2004-08-10,1899-12-30 08:55:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","82"
5229,"0","Salinity","Field","FieldSalinity",2004-09-14,1899-12-30 16:30:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","0"
5195,"91","Conductivity","Field","FieldConductivity",2004-09-14,1899-12-30 16:30:00,35431,"Crystal Creek at confl. w/Sixes River","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","91"
5195,"142","Conductivity","Field","FieldConductivity",2009-09-30,1899-12-30 13:50:00,36044,"Columbia River near Rainier outfall","Surface water",1,1,"Sample","A+","µmhos/cm @ 25° C","NPDES Domestic General Technical Assistance","142"
5195,"107","Conductivity","Field","FieldConductivity",2009-09-30,1899-12-30 09:43:00,36045,"Clatskanie River, 400 feet US of Clatskanie outfall","Surface water",1,1,"Sample - Field Primary","A+","µmhos/cm @ 25° C","NPDES Domestic General Technical Assistance","107"
5195,"107","Conductivity","Field","FieldConductivity",2009-09-30,1899-12-30 09:44:00,36045,"Clatskanie River, 400 feet US of Clatskanie outfall","Surface water",1,1,"Sample - Field Duplicate","A+","µmhos/cm @ 25° C","NPDES Domestic General Technical Assistance","107"
5195,"104","Conductivity","Field","FieldConductivity",2009-09-30,1899-12-30 10:11:00,36047,"Clatskanie River, 100 ft DS of Clatskanie outfall","Surface water",1,1,"Sample","A+","µmhos/cm @ 25° C","NPDES Domestic General Technical Assistance","104"
5195,"105","Conductivity",NA,NA,2009-09-30,1899-12-30 10:11:00,36047,"Clatskanie River, 100 ft DS of Clatskanie outfall","Surface water",NA,1,"Sample","A+","µmhos/cm @ 25° C","NPDES Domestic General Technical Assistance","105"
5195,"63","Conductivity","Field","FieldConductivity",2009-10-13,1899-12-30 11:05:00,36053,"Millicoma River at USGS Gaging Station (RM 6.6)","Surface water",1,1,"Sample - Field Primary","A+","µmhos/cm @ 25° C","TMDL (NPS) Development - Coos","63"
5195,"64","Conductivity","Field","FieldConductivity",2009-10-13,1899-12-30 11:06:00,36053,"Millicoma River at USGS Gaging Station (RM 6.6)","Surface water",1,1,"Sample - Field Duplicate","A+","µmhos/cm @ 25° C","TMDL (NPS) Development - Coos","64"
5195,"64","Conductivity","Field","FieldConductivity",2009-10-14,1899-12-30 10:10:00,36053,"Millicoma River at USGS Gaging Station (RM 6.6)","Surface water",1,1,"Sample - Field Primary","A+","µmhos/cm @ 25° C","TMDL (NPS) Development - Coos","64"
5195,"62","Conductivity","Field","FieldConductivity",2009-10-14,1899-12-30 10:11:00,36053,"Millicoma River at USGS Gaging Station (RM 6.6)","Surface water",1,1,"Sample - Field Duplicate","A+","µmhos/cm @ 25° C","TMDL (NPS) Development - Coos","62"
5195,"59","Conductivity","Field","FieldConductivity",2009-10-15,1899-12-30 10:10:00,36053,"Millicoma River at USGS Gaging Station (RM 6.6)","Surface water",1,1,"Sample","A+","µmhos/cm @ 25° C","TMDL (NPS) Development - Coos","59"
5195,"65.6","Conductivity","Field","FieldConductivity",2005-03-21,1899-12-30 14:30:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","65.6"
5195,"58.7","Conductivity","Field","FieldConductivity",2005-04-07,1899-12-30 14:15:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","58.7"
5195,"103.8","Conductivity","Field","FieldConductivity",2005-07-22,1899-12-30 14:45:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","103.8"
5195,"116.4","Conductivity","Field","FieldConductivity",2005-09-16,1899-12-30 14:40:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","116.4"
5195,"116.2","Conductivity","Field","FieldConductivity",2005-09-16,1899-12-30 14:40:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","116.2"
5195,"94","Conductivity","Field","FieldConductivity",2005-10-27,1899-12-30 15:00:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","94"
5195,"94.1","Conductivity","Field","FieldConductivity",2005-10-27,1899-12-30 15:00:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","94.1"
5195,"63.3","Conductivity","Field","FieldConductivity",2005-12-27,1899-12-30 07:00:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",1,1,"Sample","A","µmhos/cm @ 25° C","OWEB Volunteer Monitoring","63.3"
5195,"63.2","Conductivity","Field","FieldConductivity",2005-12-28,1899-12-30 16:50:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",1,1,"Sample","A","µmhos/cm @ 25° C","OWEB Volunteer Monitoring","63.2"
5195,"69.8","Conductivity","Field","FieldConductivity",2005-12-29,1899-12-30 13:47:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",1,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","OWEB Volunteer Monitoring","69.8"
5195,"69.7","Conductivity","Field","FieldConductivity",2005-12-29,1899-12-30 13:47:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",1,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","OWEB Volunteer Monitoring","69.7"
5195,"61.8","Conductivity","Field","FieldConductivity",2005-12-31,1899-12-30 09:47:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",1,1,"Sample","A","µmhos/cm @ 25° C","OWEB Volunteer Monitoring","61.8"
5195,"93.4","Conductivity","Field","FieldConductivity",2006-06-30,1899-12-30 10:30:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93.4"
5195,"93.4","Conductivity","Field","FieldConductivity",2006-06-30,1899-12-30 10:30:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93.4"
5195,"108.5","Conductivity","Field","FieldConductivity",2006-07-27,1899-12-30 15:40:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","108.5"
5195,"123","Conductivity","Field","FieldConductivity",2006-08-31,1899-12-30 15:30:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","123"
5195,"120.7","Conductivity","Field","FieldConductivity",2006-09-29,1899-12-30 14:30:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","120.7"
5195,"118.1","Conductivity","Field","FieldConductivity",2006-10-30,1899-12-30 13:24:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","118.1"
5195,"110.4","Conductivity","Field","FieldConductivity",2007-07-27,1899-12-30 12:00:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","110.4"
5195,"119","Conductivity","Field","FieldConductivity",2007-08-31,1899-12-30 12:00:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","119"
5195,"69.9","Conductivity","Field","FieldConductivity",2008-06-10,1899-12-30 15:50:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","69.9"
5195,"69.9","Conductivity","Field","FieldConductivity",2008-06-10,1899-12-30 15:50:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","69.9"
5195,"68.9","Conductivity","Field","FieldConductivity",2008-07-02,1899-12-30 14:45:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","68.9"
5195,"85.3","Conductivity","Field","FieldConductivity",2008-09-30,1899-12-30 15:30:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","85.3"
5195,"111.1","Conductivity","Field","FieldConductivity",2008-10-30,1899-12-30 15:00:00,36216,"Benson Cr at Benson Cr Rd Bridge (Tenmile)","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","111.1"
