OBJECTID,LLID,LAKE_LLID,AGENCY,AGENCY_ID,STATION,DEC_LAT,DEC_LONG,DESCRIPTIO,QAQC1,QAQC2,Comments,RIVER_MILE,HUC_6,HU_6_Name,HUC_8,HU_8_Name,GIS_STREAM,LAKE_NAME,GIS_Source,GIS_Sour_1
89,1243551421440.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36494,42.14440000000,-124.35314000000,Whaleshead Creek near Mouth,Needs Secondary Review,Correct,,0.11300378788,171003,Southern Oregon Coastal,17100312,Chetco,Whalehead Creek,,StreamNet 100K,
90,1243602424680.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,28308,42.46980000000,-124.35820000000,Squaw Creek near mouth (Rogue River below Lobster Creek),Needs Secondary Review,Correct,,0.15775000000,171003,Southern Oregon Coastal,17100310,Lower Rogue,Squaw Creek,,StreamNet 100K,
91,1243924424320.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,29629,42.44554000000,-124.36861000000,Saunders Creek near bridge,Needs Secondary Review,Likely Correct,No stream visible in satellite imagery,1.61217234848,171003,Southern Oregon Coastal,17100310,Lower Rogue,Saunders Creek,,StreamNet 100K,
92,1243922425610.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,25437,42.55888900000,-124.37138900000,Euchre Creek above Cedar Creek,Needs Secondary Review,Correct,,1.57533712121,171003,Southern Oregon Coastal,17100306,Sixes,Euchre Creek,,StreamNet 100K,
93,1243729425580.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,25436,42.55805600000,-124.37166700000,Cedar Creek (tributary to Euchre Creek) at mouth,Needs Secondary Review,Manually Revised with IRL tool,,0.00000000000,171003,Southern Oregon Coastal,17100306,Sixes,Cedar Creek,,StreamNet 100K,
94,1243729425580.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,28289,42.55190000000,-124.37190000000,Cedar Creek at downstream end of Cedar Bend Golfcourse (Euchre Creek tributary),Needs Secondary Review,Correct,,0.47390719697,171003,Southern Oregon Coastal,17100306,Sixes,Cedar Creek,,StreamNet 100K,
95,1244242423870.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,31508,42.35500000000,-124.37270000000,Hunter Creek upstream of second bridge,Needs Secondary Review,Correct,,5.63801136364,171003,Southern Oregon Coastal,17100312,Chetco,Hunter Creek,,StreamNet 100K,
96,1243982422750.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,32642,42.26705000000,-124.37741000000,Pistol River above Pistol Loop Road Bridge,Needs Secondary Review,Correct,,1.56848863636,171003,Southern Oregon Coastal,17100312,Chetco,Pistol River,,StreamNet 100K,
97,1243922425610.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,29569,42.56064000000,-124.38252000000,Eucher Creek below Hwy 101 (above estuary),Needs Secondary Review,Correct,,0.72281060606,171003,Southern Oregon Coastal,17100306,Sixes,Euchre Creek,,StreamNet 100K,
98,1243982422750.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,31511,42.26570000000,-124.38400000000,Pistol River at ODFW Trap Site,Needs Secondary Review,Correct,,1.22278219697,171003,Southern Oregon Coastal,17100312,Chetco,Pistol River,,StreamNet 100K,
99,1243922425610.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36567,42.56323000000,-124.38447000000,Coy Cr at Mouth (Euchre),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not DEQ streams",0.39044696970,171003,Southern Oregon Coastal,17100306,Sixes,Euchre Creek,,StreamNet 100K,
100,1243922425610.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36571,42.56304900000,-124.38457000000,Euchre Cr US of Estuary Backwater ABV Hwy 101,Needs Secondary Review,Correct,,0.39299431818,171003,Southern Oregon Coastal,17100306,Sixes,Euchre Creek,,StreamNet 100K,
101,1244292424210.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,29630,42.47147000000,-124.38596000000,Edson Creek at county bridge,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",4.61055681818,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,
102,1243922425610.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36570,42.56112000000,-124.38815000000,Euchre Cr at head of tidal influence,Needs Secondary Review,Correct,,0.20603219697,171003,Southern Oregon Coastal,17100306,Sixes,Euchre Creek,,StreamNet 100K,
103,1244242423870.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36699,42.35781000000,-124.38888000000,Hunter Creek at Bridge Approx 1.7 Mi Blw Conn Cr,Needs Secondary Review,Correct,,4.27111931818,171003,Southern Oregon Coastal,17100312,Chetco,Hunter Creek,,StreamNet 100K,
104,1244292424210.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,29697,42.47527800000,-124.38944400000,"Edson Creek, above bridge #256",Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",4.61055681818,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,
105,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36572,42.55904000000,-124.39003000000,Wetland Trib to Euchre Cr at RM 0.1,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",305.04833712100,171003,Southern Oregon Coastal,17100306,Sixes,Pacific Ocean,,NHD Medium & digitized from various sources,
106,1244058424300.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36693,42.44434000000,-124.39145000000,Rogue R Trib (N Bnk @ RM 1.35) at N Bank Rd,Needs Secondary Review,Correct,,1.44431060606,171003,Southern Oregon Coastal,17100310,Lower Rogue,Unnamed Stream,,StreamNet 100K,
107,1243922425610.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36568,42.55812000000,-124.39239000000,Euchre Cr Estuary Embayment,Needs Secondary Review,Manually Revised with IRL tool,,0.00000000000,171003,Southern Oregon Coastal,17100306,Sixes,Euchre Creek,,StreamNet 100K,
108,1244292424210.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,28306,42.48060000000,-124.39260000000,East Fork Edson Creek near mouth (Rogue River below Lobster Creek),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",4.61055681818,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,
109,1243922425610.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36569,42.55979000000,-124.39298000000,Euchre Cr Outlet,Needs Secondary Review,Manually Revised with IRL tool,,0.00000000000,171003,Southern Oregon Coastal,17100306,Sixes,Euchre Creek,,StreamNet 100K,
110,1244242423870.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36700,42.35976000000,-124.39313000000,Hunter Creek at RM 3.9,Needs Secondary Review,Correct,,3.88792803030,171003,Southern Oregon Coastal,17100312,Chetco,Hunter Creek,,StreamNet 100K,
111,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36734,42.48050000000,-124.39467000000,Edson Cr WF ABV EF,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",310.68117424200,171003,Southern Oregon Coastal,17100310,Lower Rogue,Pacific Ocean,,NHD Medium & digitized from various sources,
112,1243978422750.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,32666,42.27520000000,-124.39470000000,Crook Creek at Pistol River Loop Road (Pistol River),Needs Secondary Review,Correct,,0.18456060606,171003,Southern Oregon Coastal,17100312,Chetco,Crook Creek,,StreamNet 100K,
113,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36616,42.93456000000,-124.39607000000,Morton Creek at RM 5.92,Needs Secondary Review,Correct,,5.91902272727,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
114,1243974429990.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36641,42.99747000000,-124.39671000000,Fourmile Cr SF Near Mouth,Needs Secondary Review,Correct,,0.11207954546,171003,Southern Oregon Coastal,17100306,Sixes,South Fork Fourmile Creek,,StreamNet 100K,
115,1244558430010.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36642,42.99917000000,-124.39971000000,Fourmile CR Blw SF,Needs Secondary Review,Correct,,5.07689393939,171003,Southern Oregon Coastal,17100306,Sixes,Fourmile Creek,,StreamNet 100K,
116,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36741,42.48285000000,-124.40046000000,Edson Cr WF DS of Wetland Fork,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",310.42217803000,171003,Southern Oregon Coastal,17100310,Lower Rogue,Pacific Ocean,,NHD Medium & digitized from various sources,
117,1244058424300.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,32859,42.42786000000,-124.40176000000,Indian Creek near mouth (Rogue River),Needs Secondary Review,Correct,,0.24408522727,171003,Southern Oregon Coastal,17100310,Lower Rogue,Indian Creek,,StreamNet 100K,
118,1244058424300.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,28304,42.42860000000,-124.40260000000,Indian Creek near mouth (Rogue River below Lobster Creek),Needs Secondary Review,Correct,,0.17909848485,171003,Southern Oregon Coastal,17100310,Lower Rogue,Indian Creek,,StreamNet 100K,
119,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36615,42.93221000000,-124.40361000000,Morton Creek at Steep Gulch,Needs Secondary Review,Correct,,5.51315719697,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
120,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36617,42.93335000000,-124.40385000000,Morton Creek at RM 5.48,Needs Secondary Review,Correct,,5.48229924242,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
121,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36730,42.27781000000,-124.40459000000,Pistol River at Hwy 101,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",327.22181250000,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,
122,1244061428050.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36659,42.80542000000,-124.40574000000,Dry Cr at Mouth (Sixes),Needs Secondary Review,Manually Revised with IRL tool,,0.00000000000,171003,Southern Oregon Coastal,17100306,Sixes,Dry Creek,,StreamNet 100K,
123,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36618,42.93561000000,-124.40716000000,Morton Creek at RM 5.20,Needs Secondary Review,Correct,,5.20344696970,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
124,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36705,42.29127000000,-124.40760000000,Pistol River at Pacific Ocean,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",326.29687121200,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,
125,1244102427390.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,29552,42.73777000000,-124.41039000000,Elk River Champman Creek above Elk River Road,Needs Secondary Review,Correct,Chapman Creek,0.05326893939,171003,Southern Oregon Coastal,17100306,Sixes,Chapman Creek,,StreamNet 100K,
126,1244127428150.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,28313,42.81510000000,-124.41050000000,Edson Creek near confluence with Sixes River,Needs Secondary Review,Correct,,0.10655871212,171003,Southern Oregon Coastal,17100306,Sixes,Edson Creek,,StreamNet 100K,
127,1244292424210.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36748,42.43000000000,-124.41140000000,Rogue River Estuary at Lexs Landing DS End of Dock,Needs Secondary Review,Correct,,1.14484469697,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,
128,1244061428050.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36658,42.78524000000,-124.41164000000,Dry Cr Blw Bridge Access,Needs Secondary Review,Correct,,1.71549242424,171003,Southern Oregon Coastal,17100306,Sixes,Dry Creek,,StreamNet 100K,
129,1244136423890.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,34304,42.38900000000,-124.41280000000,Turner Creek ABV riparian project (Hunter),Needs Secondary Review,Correct,,0.00680303030,171003,Southern Oregon Coastal,17100312,Chetco,Turner Creek,,PNW Hydrography 24K,
130,1244292424210.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36747,42.42500000000,-124.41330000000,Rogue River Estuary Boat Basin at Hwy 101 Bridge,Needs Secondary Review,Correct,,0.91553409091,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,
131,1245439428540.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,28314,42.81380000000,-124.41340000000,Sixes River above Edson Creek,Needs Secondary Review,Correct,,9.58932954545,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,
132,1244427430440.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,18823,43.05208300000,-124.41375000000,Twomile Creek at Hwy 101 (tributary to Pacific),Needs Secondary Review,Correct,,2.64994128788,171003,Southern Oregon Coastal,17100306,Sixes,Twomile Creek,,StreamNet 100K,
133,1244558430010.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,18822,43.00336100000,-124.41433300000,Fourmile Creek at Hwy 101 (tributary to Pacific),Needs Secondary Review,Correct,,3.88450946970,171003,Southern Oregon Coastal,17100306,Sixes,Fourmile Creek,,StreamNet 100K,
134,1244136423890.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36703,42.38920000000,-124.41440000000,Turner Creek at Mouth (Hunter Cr Trib at RM 0.63),Needs Secondary Review,Manually Revised with IRL tool,,0.00000000000,171003,Southern Oregon Coastal,17100312,Chetco,Turner Creek,,PNW Hydrography 24K,
135,1244242423870.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36702,42.38900000000,-124.41485000000,Hunter Creek Above Turner Cr,Needs Secondary Review,Correct,,0.65093939394,171003,Southern Oregon Coastal,17100312,Chetco,Hunter Creek,,StreamNet 100K,
136,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36590,42.40945000000,-124.41516000000,Riley Cr Across from Power Sub Station,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",316.89607386400,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,
137,1244191430510.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36651,43.03750000000,-124.41539000000,Twomile Cr SF at Hwy 101,Needs Secondary Review,Correct,,1.10029166667,171003,Southern Oregon Coastal,17100306,Sixes,South Twomile Creek,,StreamNet 100K,
138,1244180430480.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36650,43.03840000000,-124.41719000000,Lower Twomile Cr at Hwy 101,Needs Secondary Review,Correct,,0.64314772727,171003,Southern Oregon Coastal,17100306,Sixes,Lower Twomile Creek,,StreamNet 100K,
139,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36589,42.41467000000,-124.41783000000,Dean Creek US of W Enteranc of Buffington Pk,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",316.54922537900,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,
140,1244242423870.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36704,42.38887000000,-124.41866000000,Hunter Creek at Turtle Rock RV Park,Needs Secondary Review,Correct,,0.35896212121,171003,Southern Oregon Coastal,17100312,Chetco,Hunter Creek,,StreamNet 100K,
141,1244198426710.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36460,42.67070000000,-124.41887000000,Beartrap Creek at Mouth,Needs Secondary Review,Correct,,0.04621022727,171003,Southern Oregon Coastal,17100306,Sixes,Beartrap Creek,,StreamNet 100K,
142,1244292424210.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36744,42.42190000000,-124.41940000000,Rogue River Estuary Boat Basin at E End of Commercial Dock,Needs Secondary Review,Manually Revised with IRL tool,,0.48535227273,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,
143,1244667429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36631,42.96098000000,-124.41952000000,Bethel Cr East of Hwy 101 at Bridge,Needs Secondary Review,Correct,,3.06353219697,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,
144,1244292424210.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36745,42.42080000000,-124.42250000000,Rogue River Estuary Boat Basin at West End of Recreation Dock,Needs Secondary Review,Correct,,0.30779545455,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,
145,1244596429890.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,18824,42.97547200000,-124.42341700000,Davis Creek at Hwy 101 (tributary to New River),Needs Secondary Review,Correct,,2.49852840909,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,
146,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36588,42.42003000000,-124.42350000000,Dean Cr Culvert Outlet to Rogue R,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams. Looks to be an estuary or marine.",316.11442613600,171003,Southern Oregon Coastal,17100310,Lower Rogue,Pacific Ocean,,NHD Medium & digitized from various sources,
147,1244667429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,18821,42.96591700000,-124.42758300000,Bethel Creek at Hwy 101 (tributary to New River),Needs Secondary Review,Correct,,2.18317424242,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,
148,1244427430440.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36653,43.05676000000,-124.43172000000,Twomile Cr at DS Bridge,Needs Secondary Review,Correct,,1.32375000000,171003,Southern Oregon Coastal,17100306,Sixes,Twomile Creek,,StreamNet 100K,
149,1244459430090.00000000000,1244357430220.00000000000,Oregon Department of Environmental Quality,ODEQ,36645,43.02024000000,-124.43338000000,Laurel Lake East,Needs Secondary Review,Correct,Added Lake LLID,1.23908901515,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,Laurel Lake,StreamNet 100K,StreamNet 100K
150,1244598429530.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,32640,42.95818000000,-124.43470000000,Butte Creek at Hwy 101 (New River),Needs Secondary Review,Correct,,1.39979924242,171003,Southern Oregon Coastal,17100306,Sixes,Butte Creek,,StreamNet 100K,
151,1244459430090.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36725,43.02317000000,-124.43516000000,Laurel Lake Trib from Lost Lake,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",1.10559848485,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,,StreamNet 100K,
152,1244459430090.00000000000,1244357430220.00000000000,Oregon Department of Environmental Quality,ODEQ,36646,43.02107000000,-124.43681000000,Laurel Lake West,Needs Secondary Review,Correct,,1.06249431818,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,Laurel Lake,StreamNet 100K,StreamNet 100K
153,1244427430440.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36654,43.05250000000,-124.43800000000,Twomile Cr Near Mouth,Needs Secondary Review,Correct,,0.85235984849,171003,Southern Oregon Coastal,17100306,Sixes,Twomile Creek,,StreamNet 100K,
154,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36621,42.94087000000,-124.43962000000,Morton Creek at RM 2.99,Needs Secondary Review,Correct,,2.98822727273,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
155,1244598429530.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36628,42.95690000000,-124.44468000000,Butte Creek 0.49 Miles DS of Hwy 101,Needs Secondary Review,Correct,,0.89589772727,171003,Southern Oregon Coastal,17100306,Sixes,Butte Creek,,StreamNet 100K,
156,1244558430010.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36644,43.00830000000,-124.44540000000,Fourmile Cr Abv Spring Cr Laurel Lake Outlet,Needs Secondary Review,Correct,,1.16245075758,171003,Southern Oregon Coastal,17100306,Sixes,Fourmile Creek,,StreamNet 100K,
157,1244459430090.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36647,43.00899000000,-124.44596000000,Spring Creek Near Mouth,Needs Secondary Review,Correct,,0.01590340909,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,,StreamNet 100K,
158,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36624,42.94510000000,-124.44650000000,Morton Creek at RM 2.43,Needs Secondary Review,Correct,,2.43257765152,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
159,1244667429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36632,42.97010000000,-124.44720000000,Bethel Cr US Bridge on Re-located channel,Needs Secondary Review,Correct,,1.08999053030,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,
160,1240637462560.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36652,43.02490000000,-124.44780000000,New River North of Fourmile Creek,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",261.81339393900,171003,Southern Oregon Coastal,17100306,Sixes,Pacific Ocean,,NHD Medium & digitized from various sources,
161,1244596429890.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36635,42.98071000000,-124.44916000000,Davis Cr Abv Croft Lake,Needs Secondary Review,Correct,,1.02439772727,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,
162,1244596429890.00000000000,1244500429830.00000000000,Oregon Department of Environmental Quality,ODEQ,36723,42.98400000000,-124.45004000000,Croft Lake NE,Needs Secondary Review,Correct,,0.64548295455,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,Croft Lake,StreamNet 100K,StreamNet 100K
163,1244923429260.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36721,42.92238000000,-124.45011000000,South Langlois Creek at Hwy 101,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",2.26216477273,171003,Southern Oregon Coastal,17100306,Sixes,Langlois Creek,,StreamNet 100K,
164,1244596429890.00000000000,1244500429830.00000000000,Oregon Department of Environmental Quality,ODEQ,36636,42.98183000000,-124.45303000000,Croft Lake South,Needs Secondary Review,Correct,Added Lake LLID,0.74902272727,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,Croft Lake,StreamNet 100K,StreamNet 100K
165,1244598429530.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36629,42.95571000000,-124.45456000000,Butte Creek at DS Bridge,Needs Secondary Review,Correct,,0.37432575758,171003,Southern Oregon Coastal,17100306,Sixes,Butte Creek,,StreamNet 100K,
166,1244923429260.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,32667,42.93450000000,-124.45510000000,North Langlois Creek near Langlois (tributary to New River),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",1.66676325758,171003,Southern Oregon Coastal,17100306,Sixes,Langlois Creek,,StreamNet 100K,
167,1244596429890.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36757,42.97646200000,-124.45627200000,Bethel Cr Re-Located Channel at 2nd Bridge US,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",0.84074621212,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,
168,1244596429890.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36637,42.98643000000,-124.45662000000,Croft Lake Outlet,Needs Secondary Review,Correct,,0.35165151515,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,
169,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36726,42.95075000000,-124.45693000000,Morton Cr at DS End of Flow,Needs Secondary Review,Correct,,1.58885037879,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
170,1244569430010.00000000000,1244597429860.00000000000,Oregon Department of Environmental Quality,ODEQ,36638,42.99661000000,-124.45743000000,New River Near Strorm Ranch Boat Ramp,Needs Secondary Review,Correct,Added Lake LLID,0.43571212121,171003,Southern Oregon Coastal,17100306,Sixes,New River,Unnamed Lake,StreamNet 100K,StreamNet 100K
171,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36728,42.93785000000,-124.45765000000,North Langlois Cr at DS Bridge,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",2.49507196970,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
172,1244633429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36630,42.95770000000,-124.46022000000,Butte Creek NR Mouth,Needs Secondary Review,Potential Digitization,Inconsistencies between DEQ streams and NHDH streams,0.90432575758,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,
173,1245315428060.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,29553,42.76988000000,-124.46060000000,Elk River Bagley Creek at mouth,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",7.22131439394,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,
174,1244794429110.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,25854,42.89111100000,-124.46111100000,Willow Creek (tributary to Floras Creek) at Hwy 101,Needs Secondary Review,Correct,,2.11757007576,171003,Southern Oregon Coastal,17100306,Sixes,Willow Creek,,StreamNet 100K,
175,1244569430010.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36634,42.98605000000,-124.46128000000,New River Abv Croft Lake Outlet,Needs Secondary Review,Correct,,1.21262310606,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,
176,1244667429700.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36633,42.96920000000,-124.46420000000,Bethel Cr at Bridge NR Mouth US of New Lake Outlet,Needs Secondary Review,Correct,,0.17811931818,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,
177,1244569430010.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36614,42.97004000000,-124.46691000000,Bethel Cr New Lake Outlet,Needs Secondary Review,Correct,,2.39457386364,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,
178,1244569430010.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36613,42.96903000000,-124.46766000000,New River South of New Lake Outlet,Needs Secondary Review,Correct,,2.47227272727,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,
179,1244569430010.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,36612,42.96198000000,-124.47374000000,New River at 2002-2003 Breach Site (RM 3.1),Needs Secondary Review,Correct,,3.08375000000,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,
180,1244777427350.00000000000,0.00000000000,Oregon Department of Environmental Quality,ODEQ,25848,42.73888900000,-124.47444400000,Hubbard Creek below North Fork,Needs Secondary Review,Correct,,0.30865151515,171003,Southern Oregon Coastal,17100306,Sixes,Hubbard Creek,,StreamNet 100K,
