"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","LLID","STREAM_NAME","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE","DontUse_2010","RMLLID_Verified","GIS_Source","LOCATION_VERIFIED_2010","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","USE_2004","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall"
5995,25327,"Taylor Creek",42.498851,-123.64826,6.2,1235618425506,"Taylor Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1483,"Rogue",NA,1,0,6.2,1235618425506,1,NA,155,0
5996,34101,"EFID Main Canal at Mount Hood Highway (Neal, Hood, Columbia)",45.5885,-121.5485,1.09,1215637455972,"East Fork Main Canal",NA,NA,NA,NA,1,0,1,"24K",0,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1558,"Hood",NA,0,1,0,NA,1,NA,53.5,0
5997,24022,"OR2000-0040, Columbia River 40",46.26919,-123.7127,18.5,1240483462464,"Columbia River",NA,NA,NA,NA,1,0,0,NA,0,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,-666,"North Coast","Estuary Source 3.",1,0,18.5,1240483462464,1,7,151,0
5998,24191,"Jefferson (PWSID 00500) Madras Well 3",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Drinking water.",0,0,NA,NA,0,NA,NA,0
5999,25828,"Spencer Creek at Pinegrove Road (Coyote, Long Tom, Willamette)",43.992,-123.2389,1.9,1232637440089,"Spencer Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,413,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,1.9,1232637440089,1,NA,512,0
6000,23504,"Mill Creek at first bridge upstream of OR/WA state line",45.999075,-118.112606,23.2,1184778460386,"Mill Creek",NA,NA,NA,NA,1,0,0,NA,0,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2142,"Walla Walla",NA,1,0,23.2,1184778460386,1,NA,74,0
6001,22717,"Salem Airport Landfill MW-1",44.898889,-122.9975,NA,NA," ",NA,NA,NA,NA,0,1,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater.",0,0,NA,NA,0,NA,NA,0
6002,35552,"Willamette River at Holgate Channel RM 14.5",45.4943,-122.6606,14.5,1227618456580,"Willamette River",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"Willamette",NA,0,0,0,NA,1,NA,NA,0
6003,26060,"Klamath River upstream of J.C. Boyle Reservoir backwater",42.154397,-121.00405,14,1221913420005,"Klamath River",NA,NA,NA,NA,0,1,0,NA,0,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,5204,"Klamath","Lat/Long are incorrect.",1,0,14,1221913420005,0,NA,152.3,0
6004,23790,"South Santiam River at boat landing in Lebanon at Grant Street",44.53567,-122.8869,16.8,1230064446867,"South Santiam River",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,335,"Willamette",NA,1,0,16.8,1230064446867,1,NA,44,0
6005,21798,"Redibaugh Creek at River Mile 1.33",43.028075,-124.370189,1.1,1243808430409,"Redibough Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,381,"South Coast",NA,1,0,1.1,1243808430409,1,NA,105,0
6006,26962,"Nelson Creek",44.56008,-120.17442,0.8,1201704445718,"Nelson Creek",NA,NA,NA,NA,1,0,0,NA,0,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3002,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0.8,1201704445718,1,NA,529,0
6007,30357,"Threemile Creek",45.5239,-121.20355,7.9,1211482456067,"Threemile Creek",NA,NA,NA,NA,1,0,0,NA,0,"Middle Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,974,"Hood","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,7.9,1211482456067,1,NA,251,0
6008,23621,"DEQOWW-10, 23 feet south of Auklet CL/67 feet east of Marsh Hawk CL",43.838911,-121.455456,NA,NA,"Deschutes River",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,0,NA,NA,0,NA,178,0
6733,21870,"North Fork Eagle Creek 2 miles upstream of Kitzmiller Road Spur",45.314064,-122.251558,2.6,1222892453251,"North Fork Eagle Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,719,"Willamette",NA,1,0,2.6,1222892453251,1,NA,30,0
6734,34854,"Mackey Cr, 100 yds upstream of Detroit PWS Intake",44.73441,-122.13208,0.74,1221391447255,"Mackey Creek",NA,NA,NA,NA,1,0,1,"100K",1,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1995,"Willamette",NA,0,0,0,NA,1,NA,71,0
6805,19489,"Scappoose STP, influent",45.75234,-122.85622,NA,NA,"Jackson Creek",NA,NA,NA,NA,0,1,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Municipal waste Influent.",0,0,NA,NA,0,NA,NA,0
6806,33752,"Bonneville Channel (Willamette River) at Kiger Island Bridge",44.5249,-123.2575,0.33,1232180444632,"Booneville Channel",NA,NA,NA,NA,1,0,1,"100K",1,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,210,"Willamette",NA,0,0,0,NA,1,NA,NA,0
6807,26891,"South Fork John Day River",44.0151,-119.33692,47.3,1195355444739,"South Fork John Day River",NA,NA,NA,NA,1,0,0,NA,0,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4229,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,47.3,1195355444739,1,NA,458,0
6808,13014,"South Fork Blitzen River at Blitzen Crossing",42.63875,-118.763167,62.9,1188441432985,"Donner and Blitzen River",NA,NA,NA,NA,1,0,0,NA,0,"Oregon Closed Basins",1,0,0,0,0,0,0,0,NA,NA,NA,NA,5069,"Malheur Lake",NA,1,0,62.9,1188441432985,1,NA,97,0
6809,16749,"James R. Lebanon Landfill Monitoring Well MW-1D",44.548139,-122.903417,NA,NA," ",NA,NA,NA,NA,0,1,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,0,NA,210,0
6810,10406,"Umatilla River at Hwy 11 (Pendleton)",45.674806,-118.7585,54.6,1193384459144,"Umatilla River",NA,NA,NA,NA,1,0,0,NA,0,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1102,"Umatilla",NA,1,0,54.6,1193384459144,1,NA,161,0
6811,14734,"Dry Creek Landfill Surface Site  Sw-1",42.376111,-122.774444,0.06,1227733423772,"Unnamed Stream",NA,NA,NA,NA,1,0,1,"24K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,1,NA,NA,NA,NA,1916,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,5.7,1228061424457,1,NA,209,0
6812,24183,"Crook (PWSID 00682) Prineville Stadium well",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Drinking water.",0,0,NA,NA,0,NA,NA,0
6813,24621,"DEQ2064, 50662 Deer Forest Road (MW1)",43.639586,-121.569532,0,NA,"",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4265,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,0,NA,212,0
6814,11233,"Clackamas River at High Rocks (Old Hwy 213)",45.378722,-122.583139,1.3,1226050453723,"Clackamas River",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,13,"Willamette",NA,1,0,1.3,1226050453723,1,NA,85,0
6815,13598,"Pony Creek south of North Bend High School",43.400556,-124.229722,0.6,1242319434076,"Pony Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,112,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",1,0,0.6,1242319434076,1,12.6,2373,0
6265,28852,"Stadelman-Whitney discharge at plant",45.6265,-121.53036,0,NA,"Lenz Creek",NA,NA,NA,NA,0,1,0,NA,0,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,709,"Hood","Food Processing Waste. Industrial Effluent. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,1,NA,NA,0,NA,3911,0
7521,24157,"Twentymile Creek upstream of gaging station, lowest reference site",42.072444,-119.963667,11,1198315422125,"Twentymile Creek",NA,NA,NA,NA,1,0,0,NA,0,"Oregon Closed Basins",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4580,"Goose & Summer Lakes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,11,1198315422125,1,NA,249,0
7522,15281,"Wheeler, Darrell, 3776 Rhinehart Butte",43.986111,-117.233333,19.65,1169731440585,"Malheur River",NA,NA,NA,NA,1,0,1,"100K",0,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,1,NA,2428,0
7523,28634,"15766 Davis Avenue - WTE",43.690496,-121.537304,NA,NA," ",NA,NA,NA,NA,0,1,0,"100K",0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Surface water samples in LASAR, but no 100 or 24K stream or lake in this location. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,0,NA,1516,0
6930,26616,"West Fork Illinois River downstream of Rough & Ready Creek (Illinois, Rogue)",42.087111,-123.672331,6.6,1236586421597,"West Fork Illinois River",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1342,"Rogue",NA,1,0,6.6,1236586421597,1,NA,161,0
6931,10372,"Calapooia River at 3rd Street (Albany-Bryant Park)",44.635556,-123.111667,0.3,1231108446399,"Calapooia River",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,220,"Willamette",NA,1,0,0.3,1231108446399,1,NA,150,0
6932,33586,"Rickreall Creek at 8290 Rickreall Road",44.9289,-123.2003,6.8,1231136449288,"Rickreall Creek",NA,NA,NA,NA,1,0,1,"100K",1,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,167,"Willamette",NA,0,0,0,NA,1,NA,NA,0
6933,28574,"Mill Creek at 2nd Street, The Dalles",45.6041,-121.1888,0.06,1211888456051,"Mill Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,95,"Hood","Stream in this location is Mill Creek on Streamnet 24K but unnamed on 100K. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0,NA,1,NA,244,0
6934,35072,"Yamhill River - So. Yamhill River @ N. Bridge St. (Sheridan, OR)",45.09911,-123.39402,37.4,1231445452258,"South Yamhill River",NA,NA,NA,NA,1,0,1,"100K",1,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,177,"Willamette",NA,0,0,0,NA,1,NA,111,0
6935,13432,"Trask River at Tillamook Loop Road",45.446639,-123.842722,2.8,1238814454680,"Trask River",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,10,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",1,0,2.8,1238814454680,1,3.5,175,0
6936,14557,"DEQ102, Mike Vanscoyk, 50876 Fawn Loop Drive",43.645833,-121.574167,NA,NA," ",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,0,NA,NA,0,NA,103,0
6937,10506,"Deschutes River at Hwy 26 (Warm Springs)",44.761167,-121.227806,96.3,1209151456389,"Deschutes River",NA,NA,NA,NA,1,0,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1375,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,96.3,1209151456389,1,NA,478,0
6938,24498,"Service Creek at Shelton Wayside (tributary to John Day River)",44.895278,-120.090278,9.3,1200023447970,"Service Creek",NA,NA,NA,NA,1,0,0,NA,0,"John Day",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3343,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,9.3,1200023447970,1,NA,399,0
6939,13400,"Joe Ney Slough at east end of dock",43.334972,-124.314611,0.4,1243226433328,"Joe Ney Slough",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",1,0,0.4,1243226433328,1,220,50000,0
6940,30449,"Indian Creek upstream of confluence with Bully Creek",43.9849,-117.7573,1.3,1177311439862,"Indian Creek",NA,NA,NA,NA,1,0,0,NA,0,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3340,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,1.3,1177311439862,1,NA,314,0
6941,23479,"DEQ578, 51363 Pierce Road",43.666139,-121.524967,NA,NA,"",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,0,NA,NA,0,NA,123,0
6942,29762,"Cullaby Lake at center of S basin",46.0752,-123.9005,1.42,1239077460945,"Cullaby Lake",0,1239008460801,"Cullaby Lake","StreamNet",1,0,1,"100K",1,"Lower Columbia",0,0,0,0,0,1,0,0,NA,NA,NA,NA,23,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",1,0,0,1239008460801,1,0.1,133,0
6943,33157,"Hughey Creek near mouth (WIlson)",45.466717,-123.766769,0.41,1237718454706,"Hughey Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,49,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,0,0,NA,1,NA,NA,0
6944,23765,"Reese Creek at Hwy 62 bridge",42.537853,-122.811075,1.4,1228357425323,"Reese Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1348,"Rogue",NA,1,0,1.4,1228357425323,1,0.1,176,0
6945,34193,"White Salmon River at mouth (WA) (Columbia)",45.7287,-121.5214,0,NA,"White Salmon Creek",NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,75,"Hood","Site is in WA.",0,0,0,NA,0,NA,142.8,0
6946,29029,"Alder Creek approximately 7 miles northwest of Corvallis",44.5999,-123.3479,0.9,1233380445903,"Alder Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,502,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0.9,1233380445903,1,NA,235,0
6947,33506,"Periwinkle Creek",44.610639,-123.062188,3.13,1230877446430,"Periwinkle Creek",NA,NA,NA,NA,1,0,0,NA,1,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,243,"Willamette",NA,0,0,0,NA,1,NA,43,0
6948,25168,"Deschutes River at Crosswater Golf Course (upstream of Harper Bridge)",43.862061,-121.452833,188.3,1209151456389,"Deschutes River",NA,NA,NA,NA,1,0,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4160,"Deschutes",NA,1,0,188.3,1209151456389,1,NA,44,0
6949,23828,"Sampson CR TRIB to TRIB (RM 0.6) at RM 2.6 (Lower Siletz)",44.8908,-123.81357,2.6,1238499449089,"Unnamed Stream",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,846,"Mid Coast",NA,1,0,2.6,1238499449089,1,NA,68,0
6950,13701,"Umpqua River at Macey Cove",43.701667,-124.158333,3.2,1242038436694,"Umpqua River",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"Umpqua","Estuary Source 16.",1,0,3.2,1242038436694,1,33,40600,0
6951,21859,"Marten Creek 2 miles upstream from Gales Creek",44.112756,-122.509547,1.6,1225299441275,"Marten Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1099,"Willamette",NA,1,0,1.6,1225299441275,1,NA,46,0
6952,34608,"Ecola Court pipe discharge to Cannon Beach ",45.88933,-123.96376,30.23,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,"24K",1,"Northern Oregon Coastal",0,0,0,0,1,0,1,1,"Freshwater",2,"OR277842","Cannon Beach",13,"North Coast","Municipal Effluent. Possible surface water.  Bay/estuary/ocean. Estuary determined by salinty or conductivity and verified by GIS. Pipe discharging to beach.",0,0,0,NA,1,0.6,866,0
6953,14972,"James River Lebanon LF Monitoring Well 2S",44.553306,-122.898222,NA,NA," ",NA,NA,NA,NA,0,1,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater.",0,0,NA,NA,0,NA,163,0
6954,26035,"Upton Slough at Christensen RD N to Nestucca Wildlife Refuge",45.15713,-123.95265,0.91,1239408451653,"Upton Slough",NA,NA,NA,NA,1,0,1,"24K",0,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",1,0,0.2,1239429451662,1,8.3,6000,0
6955,29344,"D River Beach 200 meters south of restroom",44.96476,-124.01997,107.36,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,NA,1,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR624395","D River Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0,NA,1,34.4,NA,0
6956,24266,"Coos (PWSID #####) Mobile Park, Ten Mile Lake",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"No lat/long.",0,0,NA,NA,0,NA,NA,0
7649,31560,"Beaver Creek",44.52176,-124.07397,145.7,1240637462558,NA,NA,NA,NA,NA,1,0,1,"100K",1,"Northern Oregon Coastal",0,0,0,0,1,0,1,1,"Freshwater",2,"OR314514","Ona Beach",3,"Mid Coast","Estuary determined by salinty or conductivity and verified by GIS. Beach outlet of Beaver Creek 1240746445231.",0,0,NA,NA,1,0.3,620,0
6080,33179,"Malheur River downstream of Warm Springs Reservoir",43.5776,-118.2109,119.41,1169731440585,"Malheur River",NA,NA,NA,NA,1,0,1,"100K",0,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3317,"Malheur",NA,0,0,0,NA,1,NA,159,0
6081,34768,"Little Cr at Little Creek Cove Agate Beach (Mid Coast)",44.6632,-124.0576,134.23,1240637462558,NA,NA,NA,NA,NA,1,0,1,"100K",1,"Northern Oregon Coastal",0,0,0,0,0,0,1,0,NA,NA,"OR178544","Agate Beach",23,"Mid Coast","Beach outlet of Little Creek 1240584446633.",0,0,0,NA,1,NA,131,0
6082,31828,"Florence, 200 meters north of north jetty",44.0225,-124.13935,185.5,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,NA,1,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR268676","Florence North Jetty Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,0,NA,1,39.6,NA,0
6083,10434,"Bear Creek at Valley View Road (North of Ashland)",42.224417,-122.744944,21.3,1229691424326,"Bear Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1670,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,21.3,1229691424326,1,NA,502,0
6084,16717,"Alkali Lake MW-58",42.969444,-120.048889,NA,NA,"",NA,NA,NA,NA,0,1,0,NA,0,"Oregon Closed Basins",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Goose & Summer Lakes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,0,NA,29500,0
6085,33697,"Pine Creek",43.78241,-118.57919,6.84,1185644438582,"Pine Creek",NA,NA,NA,NA,1,0,0,NA,1,"Middle Snake-Boise",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3819,"Malheur",NA,0,0,0,NA,1,NA,178,0
6086,21649,"Statewide Fluoride Splits - Independence",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Drinking water.",0,0,NA,NA,0,NA,NA,0
6087,21062,"Toledo City Hall",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0
6088,32446,"North Fork Deep Creek upstream of Boring STP outfall at weir",45.42688,-122.3771,3.13,1224107453935,"North Fork Deep Creek",NA,NA,NA,NA,1,0,0,NA,1,"Willamette",1,0,0,0,0,0,0,1,NA,NA,NA,NA,466,"Willamette",NA,0,0,0,NA,1,NA,122.1,0
6089,25591,"Nichols Branch Creek at Little Butte Creek ",42.48252,-122.77984,2.7,1227800424830,"Nichols Branch",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1332,"Rogue",NA,1,0,2.7,1227800424830,1,NA,189,0
6090,30239,"OR03-0025 Pacific Ocean, 6.3 nautical miles west of Waldport",44.469128,-124.208309,0,NA,"",NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,"Outside Oregon's territorial sea. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0,NA,0,34,NA,0
6091,32177,"Columbia River at River Mile 20, Cathlamet Bay, 0.2 nautical miles south of Red Marker #8",46.190158,-123.690512,18.77,1240483462464,"Columbia River",NA,NA,NA,NA,1,0,1,"100K",0,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 3.",0,0,0,NA,1,0.1,NA,0
6092,28416,"Little River at Big Culvert",43.22198,-122.73317,25.66,1231024432977,"Little River",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2576,"Umpqua",NA,0,0,NA,NA,1,NA,77,0
6093,26965,"Fishhole Creek",42.32293,-120.98587,8.4,1210372424183,"Fishhole Creek",NA,NA,NA,NA,1,0,0,NA,0,"Klamath",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4731,"Klamath",NA,1,0,8.4,1210372424183,1,NA,161,0
6094,17055,"Soda Creek at River Mile 1.96",42.336528,-122.498167,1.7,1225143423551,"Soda Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2914,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,1.7,1225143423551,1,NA,285,0
7887,23037,"Pendleton WWTP influent at plant",45.668583,-118.838861,NA,NA,"McKay Creek",NA,NA,NA,NA,0,1,0,NA,0,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Umatilla","Municipal waste Influent. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,1,NA,NA,0,NA,920,0
7888,13645,"Netarts Bay at Bunnel Oyster Plot Station #7",45.407222,-123.935556,1.9,1239524454337,"Netarts Bay",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 9.",1,0,1.9,1239524454337,1,33.1,NA,0
7889,35488,"Deer Creek at Old Hwy 101 (Lower Salmon R)",45.0269,-123.9442,0,1239501450237,"Deer Creek",NA,NA,NA,NA,1,0,1,NA,0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,39,"Mid Coast",NA,0,0,0,NA,1,NA,118,0
7890,24073,"Prairie Creek off Hwy 350 east of Joseph, OR",45.3431,-117.16823,11.6,1172966454199,"Prairie Creek",NA,NA,NA,NA,1,0,0,NA,0,"Lower Snake",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4255,"Grande Ronde",NA,1,0,11.6,1172966454199,1,NA,169,0
7891,20830,"Gales Creek at Hwy 6 Milepost 36.95 (River Mile 20.5)",45.650556,-123.313861,20.6,1231025454915,"Gales Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,702,"Willamette",NA,1,0,20.6,1231025454915,1,NA,85,0
7892,21517,"Prairie Creek upstream of Enterprise - Road Crossing upstream of Hwy 82",45.433611,-117.198333,1.6,1172198454178,"Prairie Creek",NA,NA,NA,NA,1,0,0,NA,0,"Lower Snake",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3996,"Grande Ronde","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,1.6,1172198454178,1,NA,293,0
7893,24173,"Duplicate station, data can be found under station 13904.",46.09508,-123.90566,0,1239077460945,"Cullaby Lake",0,1239008460801,"Cullaby Lake","StreamNet",1,0,1,"100K",1,"Lower Columbia",0,0,0,0,0,1,0,0,NA,NA,NA,NA,23,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",1,0,0,1239008460801,1,NA,115,0
7894,13107,"Cooper Creek at mouth",43.378139,-123.320528,0.1,1233218433779,"Cooper Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,505,"Umpqua",NA,1,0,0.1,1233218433779,1,NA,168,0
7895,32878,"Neskowin Creek 75 meters upstream of Neskowin WWTP discharge pipe",45.09616,-123.97842,0.6,1239871451000,"Neskowin Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,10,"North Coast",NA,0,0,0,NA,1,NA,72,0
