site_only,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasureMeasureValue,DrainageAreaMeasureMeasureUnitCode,ContributingDrainageAreaMeasureMeasureValue,ContributingDrainageAreaMeasureMeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasureMeasureValue,HorizontalAccuracyMeasureMeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasureMeasureValue,VerticalMeasureMeasureUnitCode,VerticalAccuracyMeasureMeasureValue,VerticalAccuracyMeasureMeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasureMeasureValue,WellDepthMeasureMeasureUnitCode,WellHoleDepthMeasureMeasureValue,WellHoleDepthMeasureMeasureUnitCode,LatChar,LonChar
NLA06608-1426,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-1426,Horsfall Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-07-23"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100304000698"";COM_ID=""23912459"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2242102.0838"";ALBERS_Y=""1002",17100304,NA,,NA,,43.4522048,-124.2460047,NA,,,GPS-Unspecified,WGS84,7,m              ,NA,,Other,NGVD29      ,US,41,11,NA,NA,NA,NA,NA,NA,NA,NA,43.4522048,-124.2460047
NLA06608-1445,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-1445,Baca Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-07-18"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120003000624"";COM_ID=""24016243"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1837445.79573"";ALBERS_Y=""828",17120003,NA,,NA,,42.9183539,-118.8521689,NA,,,GPS-Unspecified,WGS84,1267,m              ,NA,,Other,NGVD29      ,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,42.9183539,-118.8521689
NLA06608-1446,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-1446,Torrey Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-29"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090001001071"";COM_ID=""23756252"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2059468.75243"";ALBERS_Y=""988",17090001,NA,,NA,,43.796302,-122.0175362,NA,,,GPS-Unspecified,WGS84,1612,m              ,NA,,Other,NGVD29      ,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,43.796302,-122.0175362
NLA06608-1638,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-1638,Big Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-06"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090004001067"";COM_ID=""23777303"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2031074.65342"";ALBERS_Y=""104",17090004,NA,,NA,,44.3717814,-121.8732089,NA,,,GPS-Unspecified,WGS84,1416,m              ,NA,,Other,NGVD29      ,US,41,43,NA,NA,NA,NA,NA,NA,NA,NA,44.3717814,-121.8732089
NLA06608-1894,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-1894,Sparks Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-08"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000857"";COM_ID=""23703939"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2031601.58962"";ALBERS_Y=""100",17070301,NA,,NA,,44.0266545,-121.7456252,NA,,,GPS-Unspecified,WGS84,1655,m              ,NA,,Other,NGVD29      ,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,44.0266545,-121.7456252
NLA06608-1958,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-1958,Hills Creek Reservoir,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-27"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090001001096"";COM_ID=""23756364"";STATUS_VER=""Target_Sampled"";NHDNAME=""Hills Creek Reservoir"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_",17090001,NA,,NA,,43.6629763,-122.4216059,NA,,,GPS-Unspecified,WGS84,471,m              ,NA,,Other,NGVD29      ,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,43.6629763,-122.4216059
NLA06608-2082,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-2082,Emigrant Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-09-04"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100308"";COM_ID=""23934034"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2155206.89606"";ALBERS_Y=""824677.96",17100308,NA,,NA,,42.151396,-122.6008217,NA,,,GPS-Unspecified,WGS84,684,m              ,NA,,Other,NGVD29      ,US,41,29,NA,NA,NA,NA,NA,NA,NA,NA,42.151396,-122.6008217
NLA06608-2438,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-2438,Piute Reservoir,Lake,"VISIT_NO=""1"";DATE_COL=""2007-09-11"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120008002810"";COM_ID=""24068491"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1916837.12771"";ALBERS_Y=""750",17120008,NA,,NA,,42.0668051,-119.5634013,NA,,,GPS-Unspecified,WGS84,1636,m              ,NA,,Other,NGVD29      ,US,41,37,NA,NA,NA,NA,NA,NA,NA,NA,42.0668051,-119.5634013
NLA06608-2450,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-2450,Lake Edna,Lake,"VISIT_NO=""1"";DATE_COL=""2007-07-24"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100304000653"";COM_ID=""23912359"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2231091.97127"";ALBERS_Y=""101",17100304,NA,,NA,,43.6316437,-124.1790441,NA,,,GPS-Unspecified,WGS84,68,m              ,NA,,Other,NGVD29      ,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,43.6316437,-124.1790441
NLA06608-2481,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-2481,Officers Reservoir,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-01"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070201"";COM_ID=""23828651"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1850929.62414"";ALBERS_Y=""955228.96",17070201,NA,,NA,,43.9886284,-119.3927622,NA,,,GPS-Unspecified,WGS84,1391,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,43.9886284,-119.3927622
NLA06608-2673,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-2673,Strawberry Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-09-18"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070201001696"";COM_ID=""23828631"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1787635.07914"";ALBERS_Y=""976",17070201,NA,,NA,,44.3065817,-118.6850367,NA,,,GPS-Unspecified,WGS84,1915,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.3065817,-118.6850367
NLA06608-2726,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-2726,South Twin Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-09-12"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000912"";COM_ID=""23704163"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2042558.21224"";ALBERS_Y=""974",17070301,NA,,NA,,43.7137868,-121.7665432,NA,,,GPS-Unspecified,WGS84,1321,m              ,NA,,Other,NGVD29      ,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,43.7137868,-121.7665432
NLA06608-R10CHARLT,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-R10CHARLT,Chartlton Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-08"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000906"";COM_ID=""23704139"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-2057516.68888"";ALBERS_Y=""9819",17070301,NA,,NA,,43.7447,-121.972108,NA,,,GPS-Unspecified,WGS84,1736,m              ,NA,,Other,NGVD29      ,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,43.7447,-121.972108
NLA06608-R10DEERLA,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-R10DEERLA,Deer Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-09"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000892"";COM_ID=""23704083"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-2049215.17717"";ALBERS_Y=""9882",17070301,NA,,NA,,43.819275,-121.893625,NA,,,GPS-Unspecified,WGS84,1493,m              ,NA,,Other,NGVD29      ,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,43.819275,-121.893625
NLA06608-R10FISHLA,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-R10FISHLA,Fish Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-12"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120003000620"";COM_ID=""24016285"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-1826069.81312"";ALBERS_Y=""8051",17120003,NA,,NA,,42.736902,-118.647249,NA,,,GPS-Unspecified,WGS84,2248,m              ,NA,,Other,NGVD29      ,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,42.736902,-118.647249
NLA06608-R10FOURMI,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-R10FOURMI,Four Mile Lake,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-07"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""18010203000427"";COM_ID=""24093752"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-2118496.49869"";ALBERS_Y=""8511",18010203,NA,,NA,,42.46935,-122.258622,NA,,,GPS-Unspecified,WGS84,1752,m              ,NA,,Other,NGVD29      ,US,41,35,NA,NA,NA,NA,NA,NA,NA,NA,42.46935,-122.258622
NLA06608-R10SQUAWL,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-NLA06608-R10SQUAWL,Squaw Lakes,Lake,"VISIT_NO=""1"";DATE_COL=""2007-08-24"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100309000673"";COM_ID=""23938565"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-2191776.02495"";ALBERS_Y=""8223",17100309,NA,,NA,,42.040047,-123.020334,NA,,,GPS-Unspecified,WGS84,921,m              ,NA,,Other,NGVD29      ,US,41,29,NA,NA,NA,NA,NA,NA,NA,NA,42.040047,-123.020334
ORSE04-R002,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R002,GOLD LAKE CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  2/WATERSHED AREA is 41.36km^2,17090001,NA,,NA,NA,43.64,-122.03,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1472,m              ,NA,,Photogrammetric,NAVD88      ,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,43.64372,-122.03097
ORSE04-R003,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R003,BOULDER CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  3/WATERSHED AREA is 60.9614km^2,17100301,NA,,NA,NA,43.33,-122.5,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,701,m              ,NA,,Photogrammetric,NAVD88      ,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,43.33037,-122.5088
ORSE04-R005,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R005,GUANO_CK_HART_MTN,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  3/WATERSHED AREA is 33.2479km^2,17120008,NA,,NA,NA,42.38,-119.72,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1789,m              ,NA,,Photogrammetric,NAVD88      ,US,41,37,NA,NA,NA,NA,NA,NA,NA,NA,42.38248,-119.72121
ORSE04-R009,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R009,WILDHORSE CREEK,River/Stream,FLOW is PARTIAL WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  2/WATERSHED AREA is 13.1005km^2,17120009,NA,,NA,NA,42.59,-118.59,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1922,m              ,NA,,Photogrammetric,NAVD88      ,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,42.59082,-118.59915
ORSE04-R010,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R010,LITTLE WILDHORSE CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  1/WATERSHED AREA is 5.1748km^2,17120009,NA,,NA,NA,42.6,-118.59,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,2065,m              ,NA,,Photogrammetric,NAVD88      ,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,42.60184,-118.59402
ORSE04-R011,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R011,WILLOW CREEK_NEAR HUNTERS CABIN,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  2/WATERSHED AREA is 7.5156km^2,17120009,NA,,NA,NA,42.67,-118.51,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1574,m              ,NA,,Photogrammetric,NAVD88      ,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,42.6779,-118.51607
ORSE04-R014,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R014,WILLIAMSON RIVER,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  4/WATERSHED AREA is 349.8366km^2,18010201,NA,,NA,NA,42.83,-121.45,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1393,m              ,NA,,Photogrammetric,NAVD88      ,US,41,35,NA,NA,NA,NA,NA,NA,NA,NA,42.83175,-121.45719
ORSE04-R015,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R015,ANNIE CREEK_WOOD RIVER,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  3/WATERSHED AREA is 72.4084km^2,18010203,NA,,NA,NA,42.76,-122.05,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1325,m              ,NA,,Photogrammetric,NAVD88      ,US,41,35,NA,NA,NA,NA,NA,NA,NA,NA,42.76583,-122.06024
ORSE04-R020,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R020,ROCK_CK_HART_MTN,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  3/WATERSHED AREA is 31.5374km^2,17120008,NA,,NA,NA,42.53,-119.68,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1757,m              ,NA,,Photogrammetric,NAVD88      ,US,41,37,NA,NA,NA,NA,NA,NA,NA,NA,42.53133,-119.68263
ORSE04-R021,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R021,DEGARNO_CK_HART_MTN,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  1/WATERSHED AREA is 15.2441km^2,17120007,NA,,NA,NA,42.47,-119.78,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1536,m              ,NA,,Photogrammetric,NAVD88      ,US,41,37,NA,NA,NA,NA,NA,NA,NA,NA,42.47801,-119.78424
ORSE04-R022,NARS,EPA National Aquatic Resource Survey Data,NARS-ORSE04-R022,WILLOW CK_NEAR WHITEHORSE RANCH,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPHAND/Strahler Stream Order is  3/WATERSHED AREA is 44.4041km^2,17120009,NA,,NA,NA,42.19,-118.21,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1562,m              ,NA,,Photogrammetric,NAVD88      ,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,42.1915,-118.21293
LW2-W001,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W001,W001,River/Stream,Rivermile 2,17090012,NA,,NA,NA,45.6320923,-122.7846837,NA,,,GPS Code (Pseudo Range) Differential,NAD83,4,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6320923,-122.7846837
LW2-W002,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W002,W002,River/Stream,Rivermile 2.2,17090012,NA,,NA,NA,45.6318524,-122.7932312,NA,,,GPS Code (Pseudo Range) Differential,NAD83,NA,,NA,,,,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6318524,-122.7932312
LW2-W003,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W003,W003,River/Stream,Rivermile 3,17090012,NA,,NA,NA,45.6177406,-122.7965521,NA,,,GPS Code (Pseudo Range) Differential,NAD83,7,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6177406,-122.7965521
LW2-W004,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W004,W004,River/Stream,Rivermile 3.7,17090012,NA,,NA,NA,45.6115989,-122.7762155,NA,,,GPS Code (Pseudo Range) Differential,NAD83,4,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6115989,-122.7762155
LW2-W005,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W005,W005,River/Stream,Rivermile 3.9,17090012,NA,,NA,NA,45.6069712,-122.7840804,NA,,,GPS Code (Pseudo Range) Differential,NAD83,NA,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6069712,-122.7840804
LW2-W006,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W006,W006,River/Stream,Rivermile 4,17090012,NA,,NA,NA,45.6055306,-122.7871889,NA,,,GPS Code (Pseudo Range) Differential,NAD83,6,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6055306,-122.7871889
LW2-W007,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W007,W007,River/Stream,Rivermile 4.4,17090012,NA,,NA,NA,45.6042889,-122.7733022,NA,,,GPS Code (Pseudo Range) Differential,NAD83,2,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6042889,-122.7733022
LW2-W008,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W008,W008,River/Stream,Rivermile 4.6,17090012,NA,,NA,NA,45.6009372,-122.7726555,NA,,,GPS Code (Pseudo Range) Differential,NAD83,5,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.6009372,-122.7726555
LW2-W009,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W009,W009,River/Stream,Rivermile 5.6,17090012,NA,,NA,NA,45.5856406,-122.768459,NA,,,GPS Code (Pseudo Range) Differential,NAD83,5,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5856406,-122.768459
LW2-W010,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W010,W010,River/Stream,Rivermile 5.7,17090012,NA,,NA,NA,45.5872606,-122.7644473,NA,,,GPS Code (Pseudo Range) Differential,NAD83,2,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5872606,-122.7644473
LW2-W011,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W011,W011,River/Stream,Rivermile 6.3,17090012,NA,,NA,NA,45.5816814,-122.756719,NA,,,GPS Code (Pseudo Range) Differential,NAD83,NA,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5816814,-122.756719
LW2-W012,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W012,W012,River/Stream,Rivermile 6.3,17090012,NA,,NA,NA,45.5799022,-122.7581174,NA,,,GPS Code (Pseudo Range) Differential,NAD83,6,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5799022,-122.7581174
LW2-W013,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W013,W013-1,River/Stream,Rivermile 6.7,17090012,NA,,NA,NA,45.5805855,-122.7460057,NA,,,GPS Code (Pseudo Range) Differential,NAD83,NA,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5805855,-122.7460057
LW2-W013-2,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W013-2,W013-2,River/Stream,Rivermile 6.7,17090012,NA,,NA,NA,45.5805887,-122.7459934,NA,,,GPS Code (Pseudo Range) Differential,NAD83,NA,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5805887,-122.7459934
LW2-W014,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W014,W014,River/Stream,Rivermile 6.7,17090012,NA,,NA,NA,45.5805339,-122.7449324,NA,,,GPS Code (Pseudo Range) Differential,NAD83,2,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5805339,-122.7449324
LW2-W015,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W015,W015,River/Stream,Rivermile 6.9,17090012,NA,,NA,NA,45.5755155,-122.7484024,NA,,,GPS Code (Pseudo Range) Differential,NAD83,2,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5755155,-122.7484024
LW2-W016,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W016,W016-1,River/Stream,Rivermile 7.2,17090012,NA,,NA,NA,45.5718422,-122.7428874,NA,,,GPS Code (Pseudo Range) Differential,NAD83,NA,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5718422,-122.7428874
LW2-W016-2,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W016-2,W016-2,River/Stream,Rivermile 7.2,17090012,NA,,NA,NA,45.5718422,-122.7428874,NA,,,GPS Code (Pseudo Range) Differential,NAD83,NA,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5718422,-122.7428874
LW2-W017,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W017,W017,River/Stream,Rivermile 7.5,17090012,NA,,NA,NA,45.5678022,-122.7404641,NA,,,GPS Code (Pseudo Range) Differential,NAD83,3,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5678022,-122.7404641
LW2-W018,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W018,W018,River/Stream,Rivermile 8.3,17090012,NA,,NA,NA,45.5675604,-122.7193741,NA,,,GPS Code (Pseudo Range) Differential,NAD83,5,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5675604,-122.7193741
LW2-W019,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W019,W019,River/Stream,Rivermile 8.6,17090012,NA,,NA,NA,45.5577004,-122.7246825,NA,,,GPS Code (Pseudo Range) Differential,NAD83,2,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5577004,-122.7246825
LW2-W020,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR-LW2-W020,W020,River/Stream,Rivermile 9.1,17090012,NA,,NA,NA,45.5629549,-122.7071746,NA,,,GPS Code (Pseudo Range) Differential,NAD83,1,ft             ,NA,,Other,NAVD88      ,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,45.5629549,-122.7071746
