OBJECTID,Unique_ID,LLID,LAKE_LLID,RF,Distance,AGENCY,AGENCY_ID,STATION_ID,DEC_LAT,DEC_LONG,DATUM,DESCRIPTION,DESCRIPT_1,LLID_Strea,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,Unique_ID_,QAQC1,QAQC,QAQC2,Has Duplicate Station,Comments
225,328,1234460432681,,143775.31,-138.27,United State Geological Survey,USGS,431827123072200,43.30734020000,-123.12395400000,NAD83,"NORTH UMPQUA RIVER BELOW LITTLE RIVER NR GLIDE, OR",NA,NA,NA,NA,NA,NA,328,Needs Secondary Review,,Correct,,
226,329,1170979433418,,12919.01,-46.81,United State Geological Survey,USGS,431834117062800,43.30932230000,-117.10875890000,NAD83,MS38 (Spring Ck Cell24-MIDDLE SNAKE-SUCCOR Stream),NA,NA,NA,NA,NA,NA,329,Needs Secondary Review,,Correct,,
227,330,1234460432681,,498023.35,-23.19,United State Geological Survey,USGS,431839122091300,43.31068060000,-122.15475570000,NAD83,"N UMPQUA RIVER AB LEMOLO LAKE NR DIAMOND LAKE, OR",NA,NA,NA,NA,NA,NA,330,Needs Secondary Review,,Correct,,
228,331,1228091433201,,135.92,75.18,United State Geological Survey,USGS,431912122482700,43.31984160000,-122.80866580000,NAD83,"WRIGHT CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR",NA,NA,NA,NA,NA,NA,331,Needs Secondary Review,,Correct,,
229,332,1230037433320,,485.53,-105.29,United State Geological Survey,USGS,432000123000700,43.33317420000,-123.00311730000,NAD83,"ROCK CR NR MOUTH AB N UMPQUA RIVER NR GLIDE, OR",NA,NA,NA,NA,NA,NA,332,Needs Secondary Review,,Correct,,
230,333,1234460432681,,277255.46,-16.91,United State Geological Survey,USGS,432034122440100,43.34261980000,-122.73477490000,NAD83,"N UMP R AB STMBOAT CR AT MOTT BR NR STEAMBOAT, OR",NA,NA,NA,NA,NA,NA,333,Needs Secondary Review,,Correct,,
231,334,1234460432681,,274712.08,119.39,United State Geological Survey,USGS,432034122442500,43.34261970000,-122.74144180000,NAD83,"N UMPQUA R AT MI 52.5 BL STMBT CR NR STAMBOAT, OR",NA,NA,NA,NA,NA,NA,334,Needs Secondary Review,,Correct,,
232,335,1170536433816,,5367.75,-119.48,United State Geological Survey,USGS,432224117023500,43.37321120000,-117.04403540000,NAD83,MS6 (Sheep Reservoir  MIDDLE SNAKE-SUCCOR Ponds),NA,NA,NA,NA,NA,NA,335,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
233,336,1169465436317,,137616.87,-109.10,United State Geological Survey,USGS,432308117062800,43.38543420000,-117.10876150000,NAD83,MS19 (Succor CK Cell 6-MIDDLE SNAKE-SUCCOR Stream),NA,NA,NA,NA,NA,NA,336,Needs Secondary Review,,Correct,,
234,337,1171142433829,1171507433861,13928.94,-304.67,United State Geological Survey,USGS,432312117090400,43.38654590000,-117.15209700000,NAD83,MS4 (Saddle Butte Resv MIDDLE SNAKE-SUCCOR Ponds),NA,NA,NA,NA,NA,NA,337,Needs Secondary Review,,Correct,,
235,338,1171162433718,,23360.60,1111.42,United State Geological Survey,USGS,432336117030500,43.39321140000,-117.05237000000,NAD83,MS5 (Top Reservoir   MIDDLE SNAKE-SUCCOR Ponds),NA,NA,NA,NA,NA,NA,338,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
236,339,1234686433656,,116198.02,9.91,United State Geological Survey,USGS,432454123124801,43.41484100000,-123.21451670000,NAD83,"CALAPOOYA CREEK NEAR NONPAREIL, OR",NA,NA,NA,NA,NA,NA,339,Needs Secondary Review,,Correct,,
237,340,1180244434949,,32332.25,-23.02,United State Geological Survey,USGS,432627117591100,43.44071460000,-117.98740550000,NAD83,"STAR PONDS NR WARM SPRINGS RESV STAR-3, OR",NA,NA,NA,NA,NA,NA,340,Needs Secondary Review,,Correct,,
238,341,1179846434375,,19495.74,70.57,United State Geological Survey,USGS,432634117550500,43.44265900000,-117.91907020000,NAD83,"STAR PONDS NR WARM SPRINGS RESV - STAR-2, OR",NA,NA,NA,NA,NA,NA,341,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
239,342,1180581434895,,13141.39,198.40,United State Geological Survey,USGS,432805118015900,43.46793700000,-118.03407400000,NAD83,STAR PONDS NR WARM SPRINGS RESV  STAR-18   OR,NA,NA,NA,NA,NA,NA,342,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
240,343,1181627435085,1180335434677,14499.73,9.37,United State Geological Survey,USGS,432848118080200,43.47988160000,-118.13491140000,NAD83,STAR PONDS NR WARM SPRINGS RESV  STAR-14   OR,NA,NA,NA,NA,NA,NA,343,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
241,344,1180627434916,,26065.30,-17.59,United State Geological Survey,USGS,433142118060400,43.52821480000,-118.10213170000,NAD83,STAR PONDS NR WARM SPRINGS RESV  STAR-15   OR,NA,NA,NA,NA,NA,NA,344,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
242,345,1180627434916,,26155.95,28.64,United State Geological Survey,USGS,433143118060400,43.52849250000,-118.10213170000,NAD83,"Star Stream GRANITE CREEK  STAR-32, OR",NA,NA,NA,NA,NA,NA,345,Needs Secondary Review,,Correct,,
243,346,1173496435642,,49592.65,12.37,United State Geological Survey,USGS,433345117301500,43.56238210000,-117.50517440000,NAD83,OW14 (Dry Creek-Lower Owyhee) OR,NA,NA,NA,NA,NA,NA,346,Needs Secondary Review,,Correct,,
244,347,1173496435642,,46382.53,104.44,United State Geological Survey,USGS,433350117293700,43.56377100000,-117.49461860000,NAD83,OW13 (Dry Creek),NA,NA,NA,NA,NA,NA,347,Needs Secondary Review,,Correct,,
245,348,1175269435878,,4401.21,-195.50,United State Geological Survey,USGS,433546117320900,43.59599270000,-117.53684270000,NAD83,OW4 (Sheep Corral Reservoir - Lower Owyhee) OR,NA,NA,NA,NA,NA,NA,348,Needs Secondary Review,,Likely Correct,,No resersvoir here.
246,349,1174988435651,,26924.52,101.78,United State Geological Survey,USGS,433622117335700,43.60599250000,-117.56684320000,NAD83,"OW6 (Upper Sheep Corral Reservoir-Lower Owyhee),OR",NA,NA,NA,NA,NA,NA,349,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
247,350,1174064435694,,22743.51,179.38,United State Geological Survey,USGS,433715117250700,43.62071480000,-117.41961740000,NAD83,"TWIN SPRINGS, OR",NA,NA,NA,NA,NA,NA,350,Needs Secondary Review,,Correct,,
248,351,1177008437112,,30962.64,-121.89,United State Geological Survey,USGS,433808117404100,43.63543630000,-117.67906660000,NAD83,MESA RESERVOIR,NA,NA,NA,NA,NA,NA,351,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
249,352,1214536438546,,193536.53,-61.52,United State Geological Survey,USGS,433846121352800,43.64587170000,-121.59227550000,NAD83,"LITTLE DESCHUTES RIVER AT MASTEN RD, NR LA PINE,OR",NA,NA,NA,NA,NA,NA,352,Needs Secondary Review,,Correct,,
250,353,1230233440232,,180093.23,113.56,United State Geological Survey,USGS,433855123045401,43.64845470000,-123.08285350000,NAD83,"COAST FORK WILLAMETTE RIVER NEAR LONDON, OR",NA,NA,NA,NA,NA,NA,353,Needs Secondary Review,,Correct,,
251,354,1214536438546,,165513.04,15.83,United State Geological Survey,USGS,434022121324600,43.67267690000,-121.54738650000,NAD83,"LITTLE DESCHUTES R@ DORRANCE MDW RD, NR LA PINE,OR",NA,NA,NA,NA,NA,NA,354,Needs Secondary Review,,Correct,,
252,355,1173939437029,,8815.97,-919.76,United State Geological Survey,USGS,434153117215600,43.69793620000,-117.36656260000,NAD83,GRASSY MOUNTAIN,NA,NA,NA,NA,NA,NA,355,Needs Secondary Review,,Likely Correct,,No names match. Located in desert
253,356,1214536438546,,127442.59,46.02,United State Geological Survey,USGS,434212121295700,43.70333330000,-121.49916670000,NAD83,LITTLE DESCHUTES RIVER AT BURGESS ROAD,NA,NA,NA,NA,NA,NA,356,Needs Secondary Review,,Correct,,
254,357,1214536438546,,83281.43,73.02,United State Geological Survey,USGS,434512121290300,43.75325880000,-121.48519260000,NAD83,LITTLE DESCHUTES RIVER AT RIVER MILE 16.1,NA,NA,NA,NA,NA,NA,357,Needs Secondary Review,,Correct,,
255,358,1214536438546,,83105.17,97.05,United State Geological Survey,USGS,434515121290200,43.75392550000,-121.48502600000,NAD83,"LITTLE DESCHUTES RIVER AT BRIDGE DR NR LA PINE, OR",NA,NA,NA,NA,NA,NA,358,Needs Secondary Review,,Correct,,
256,360,1174339437901,,10064.11,-289.50,United State Geological Survey,USGS,434627117274200,43.77404700000,-117.46268090000,NAD83,"KANE SPRING RESERVOIR, OR",NA,NA,NA,NA,NA,NA,360,Needs Secondary Review,,Correct,,
257,361,1230680437950,,115.48,-2.44,United State Geological Survey,USGS,434745123040200,43.79512290000,-123.06841380000,NAD83,"SILK CREEK NEAR COTTAGE GROVE, OR","SILK CREEK NEAR COTTAGE GROVE, OR",1.23E+12,1.23E+12,Silk Creek,NA,NA,361,Needs Secondary Review,,Correct,,
258,362,1170394438035,,4942.04,-66.23,United State Geological Survey,USGS,434805117031700,43.80138890000,-117.05472220000,NAD83,301 DRAIN NEAR HIGHWAY 201 NEAR OWYHEE OR,NA,NA,NA,NA,NA,NA,362,Needs Secondary Review,,Correct,,
259,363,1174204438331,,10779.81,-691.16,United State Geological Survey,USGS,434916117271600,43.82099180000,-117.45545950000,NAD83,LITTLE TWIN RESERVOIR,NA,NA,NA,NA,NA,NA,363,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
260,364,1214536438546,,27137.45,-39.55,United State Geological Survey,USGS,434917121270000,43.82117430000,-121.45108300000,NAD83,"LITTLE DESCHUTES R @ S CENTURY DR, NR SUNRIVER, OR",NA,NA,NA,NA,NA,NA,364,Needs Secondary Review,,Correct,,
261,365,1209151456389,,1014586.25,-11.10,United State Geological Survey,USGS,435014121274900,43.83697960000,-121.46475050000,NAD83,UNNAMED SLOUGH DRAIN TO DESCHUTES R @ RM 194.8 OR,NA,NA,NA,NA,NA,NA,365,Needs Secondary Review,,Correct,,
262,366,1174153438556,,20202.87,-206.54,United State Geological Survey,USGS,435029117283500,43.84126970000,-117.47740550000,NAD83,"VINE HILL RESERVOIR, OR",NA,NA,NA,NA,NA,NA,366,Needs Secondary Review,,Potential Digitization,,"Reservoir included in NHDH, not DEQ waterbodies"
263,367,1230204438977,,22584.99,20.77,United State Geological Survey,USGS,435147123034100,43.86179030000,-123.06258190000,NAD83,"HILL CREEK NEAR CRESWELL, OR",NA,NA,NA,NA,NA,NA,367,Needs Secondary Review,,Correct,,
264,368,1228482439494,,35116.67,73.58,United State Geological Survey,USGS,435212122483300,43.86984730000,-122.81034810000,NAD83,"LOST CREEK NEAR DEXTER, OR","LOST CREEK NEAR DEXTER, OR",1.23E+12,1.23E+12,Lost Creek,NA,NA,368,Needs Secondary Review,,Correct,,
265,369,1232651442279,,78316.27,-70.99,United State Geological Survey,USGS,440257123103200,44.04901310000,-123.17675680000,NAD83,"AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR","AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR",1.23E+12,1.23E+12,Amazon Creek,NA,NA,369,Needs Secondary Review,,Correct,,
266,370,1229475440684,,16551.30,-904.99,United State Geological Survey,USGS,440306122535200,44.05177780000,-122.89763890000,NAD83,"72nd STORMWATER CULVERT AT THURSTON RD, SPGFLD, OR",NA,NA,NA,NA,NA,NA,370,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ streams"
267,371,1229035440534,,2032.63,267.77,United State Geological Survey,USGS,440314122541500,44.05397220000,-122.90422220000,NAD83,"69th STORMWATER CHANNEL AT THURSTON RD,SPRGFLD, OR",NA,NA,NA,NA,NA,NA,371,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ streams"
268,372,1231973440631,,13868.35,178.42,United State Geological Survey,USGS,440314123091300,44.05388330000,-123.15371390000,NAD83,GRIMES POND (NWR EUGN SITE),NA,NA,NA,NA,NA,NA,372,Needs Secondary Review,,Correct,,
269,373,1230673441173,,63113.57,-2014.82,United State Geological Survey,USGS,440317122574900,44.05461110000,-122.96358330000,NAD83,"42nd STORMWATER CULVERT AT WEYCO, SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,373,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ streams"
270,374,1229475440684,,9806.65,-1496.33,United State Geological Survey,USGS,440320122545300,44.05563890000,-122.91466670000,NAD83,"64th STORMWATER PIPE AT TMS, SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,374,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ streams"
271,375,1230673441173,,105726.36,89.09,United State Geological Survey,USGS,440322122494600,44.05602780000,-122.82930560000,NAD83,"MCKENZIE R AT HENDRICKS PARK BOAT RAMP, SPGFLD, OR",NA,NA,NA,NA,NA,NA,375,Needs Secondary Review,,Correct,,
272,376,1230673441173,,65433.39,-3437.69,United State Geological Survey,USGS,440325122563600,44.05683330000,-122.94338890000,NAD83,"52nd STORMWATER CHANEL AT HWY 126 SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,376,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ streams"
273,377,1230673441173,,61449.55,-766.91,United State Geological Survey,USGS,440339122580800,44.06072220000,-122.96900000000,NAD83,"KEIZER SLOUGH AT SUB BRIDGE, SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,377,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ streams"
274,378,1228824440625,,14247.42,-952.55,United State Geological Survey,USGS,440405122495600,44.06805560000,-122.83222220000,NAD83,"UNNAME TRIB TO WALTERVILLE CANAL @ CAMP CRK RD, OR",NA,NA,NA,NA,NA,NA,378,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ streams"
275,379,1230673441173,,57359.44,25.50,United State Geological Survey,USGS,440418122574500,44.07151430000,-122.96369390000,NAD83,MCKENZIE R.@ EUGENE PUMP; RM 14.9,NA,NA,NA,NA,NA,NA,379,Needs Secondary Review,,Correct,,
276,380,1227281440841,,4540.93,18.37,United State Geological Survey,USGS,440516122424900,44.08777780000,-122.71361100000,NAD83,NA,"HAAGEN CR @ DEERHORN ROAD BRIDGE, NR DEERHORN, OR",1.23E+12,1.23E+12,Haagen Creek,NA,NA,380,Needs Secondary Review,,Likely Correct,,No stream name provided
277,381,1230673441173,,142816.85,77.57,United State Geological Survey,USGS,440530122425500,44.09166670000,-122.71527780000,NAD83,"MCKENZIE R AT HOLDEN CK RD BRIDGE, NR LEABURG, OR",NA,NA,NA,NA,NA,NA,381,Needs Secondary Review,,Correct,,
278,382,1227105440909,,2634.89,-342.77,United State Geological Survey,USGS,440549122422200,44.09687220000,-122.70624170000,NAD83,"HOLDEN CREEK AT MCKENZIE HWY, NEAR LEABURG, OR",NA,NA,NA,NA,NA,NA,382,Needs Secondary Review,,Correct,,
279,383,1224585441108,,815.13,157.77,United State Geological Survey,USGS,440635122272100,44.10972220000,-122.45583330000,NAD83,NA,"DEER CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR",1.22E+12,1.22E+12,Deer Creek,NA,NA,383,Needs Secondary Review,,Likely Correct,,No stream name provided (Deer Creek - DEQ & NHDH Streams)
280,384,1212676445778,,367553.87,72.78,United State Geological Survey,USGS,440636120473100,44.10984820000,-120.79306970000,NAD83,"CROOKED RIVER BELOW BOWMAN DAM, OR",NA,NA,NA,NA,NA,NA,384,Needs Secondary Review,,Correct,,
281,385,1223823441236,,1176.92,269.21,United State Geological Survey,USGS,440724122224300,44.12333330000,-122.37861100000,NAD83,NA,"QUARTZ CREEK AT MOUTH, NEAR FINN ROCK, OR",1.22E+12,1.22E+12,Quartz Creek,NA,NA,385,Needs Secondary Review,,Likely Correct,,No stream name provided (Quartz Creek - DEQ & NHDH Streams)
282,386,1225299441275,,855.31,-132.65,United State Geological Survey,USGS,440731122314800,44.12527780000,-122.53000000000,NAD83,NA,"GALE CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR",1.23E+12,1.23E+12,Gale Creek,NA,NA,386,Needs Secondary Review,,Likely Correct,,No stream name provided (Marten Creek - DEQ & NHDH Streams)
283,387,1221750441703,,7018.97,-76.28,United State Geological Survey,USGS,440944122091401,44.16206790000,-122.15505670000,NAD83,HORSE CREEK BLW FOLEY SPRINGS @ MCKENZIE BRIDGE OR,NA,NA,NA,NA,NA,NA,387,Needs Secondary Review,,Correct,,
284,388,1223271441728,,6245.88,92.92,United State Geological Survey,USGS,441120122195001,44.18873750000,-122.33173320000,NAD83,"QUARTZ CREEK NEAR BLUE RIVER, OR",NA,NA,NA,NA,NA,NA,388,Needs Secondary Review,,Correct,,
285,389,1209151456389,,733708.72,-52.94,United State Geological Survey,USGS,441916121151300,44.32095250000,-121.25475910000,NAD83,"DESCHUTES RIVER ABOVE ODIN FALLS, OR",NA,NA,NA,NA,NA,NA,389,Needs Secondary Review,,Correct,,
286,390,1209151456389,,732416.04,-0.36,United State Geological Survey,USGS,441924121153000,44.32330560000,-121.25841670000,NAD83,"DESCHUTES RIVER BELOW ODIN FALLS, OR",NA,NA,NA,NA,NA,NA,390,Needs Secondary Review,,Correct,,
287,391,1212676445778,,85133.91,-141.88,United State Geological Survey,USGS,442348121133300,44.39653620000,-121.22706600000,NAD83,"CROOKED RIVER AT GRASSLAND TRAIL, OR",NA,NA,NA,NA,NA,NA,391,Needs Secondary Review,,Correct,,
288,392,1233020445206,,112477.55,-1143.18,United State Geological Survey,USGS,442351123181700,44.39744440000,-123.30475000000,NAD83,"CHEADLE POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,392,Needs Secondary Review,,Potential Digitization,,Not included in either NHDH or DEQ waterbodies
289,393,1233225444163,,6957.14,71.88,United State Geological Survey,USGS,442406123192700,44.40166670000,-123.32416670000,NAD83,CATTAIL POND  (NWR FNLY site),NA,NA,NA,NA,NA,NA,393,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ waterbodies"
290,394,1233225444163,,3475.12,992.67,United State Geological Survey,USGS,442427123185900,44.40736110000,-123.31627780000,NAD83,"FINGER POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,394,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ waterbodies"
291,395,1233209444083,,2040.82,-1453.53,United State Geological Survey,USGS,442447123194200,44.41285830000,-123.32840000000,NAD83,"LOWER 22 POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,395,Needs Secondary Review,,Potential Digitization,,Not included in either NHDH or DEQ waterbodies
292,396,1233209444083,,5170.08,-1498.10,United State Geological Survey,USGS,442455123201800,44.41512190000,-123.33954400000,NAD83,UPPER WOODPECKER POND      OR,NA,NA,NA,NA,NA,NA,396,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ waterbodies"
293,397,1233225444163,,0.00,-1422.93,United State Geological Survey,USGS,442503123194000,44.41736110000,-123.32772220000,NAD83,"UPPER 22 POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,397,Needs Secondary Review,,Potential Digitization,,Not included in either NHDH or DEQ waterbodies
294,398,1209151456389,,669736.71,-203.66,United State Geological Survey,USGS,442508121173200,44.41872970000,-121.29337460000,NAD83,"DESCHUTES RIVER BELOW STEELHEAD FALLS, OR",NA,NA,NA,NA,NA,NA,398,Needs Secondary Review,,Correct,,
295,399,1233229444222,,0.00,156.22,United State Geological Survey,USGS,442519123192100,44.42194440000,-123.32241670000,NAD83,"UNIT 16 POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,399,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ waterbodies"
296,400,1232090444350,,4018.52,-97.20,United State Geological Survey,USGS,442529123121900,44.42467780000,-123.20515830000,NAD83,IMMIGRATION POND (NWR SNAG site),NA,NA,NA,NA,NA,NA,400,Needs Secondary Review,,Potential Digitization,,Not included in either NHDH or DEQ waterbodies
297,401,1232090444350,,3442.12,-531.66,United State Geological Survey,USGS,442534123122500,44.42622780000,-123.20702780000,NAD83,LOWER BEAVER  (NWR QW SNAG site),NA,NA,NA,NA,NA,NA,401,Needs Secondary Review,,Potential Digitization,,Not included in either NHDH or DEQ
298,402,1227618456580,,761834.50,228.74,United State Geological Survey,USGS,442545123132500,44.42920000000,-123.22356940000,NAD83,UPPER BLUE HERON SLOUGH (NWR SNAG site),NA,NA,NA,NA,NA,NA,402,Needs Secondary Review,,Potential Digitization,,DEQ streams does not follow current path of the Willamette. This station is located on a side channel that is not in NHDH or DEQ streams
299,403,1212676445778,,40820.57,216.75,United State Geological Survey,USGS,442848121180100,44.47981290000,-121.30132120000,NAD83,"CROOKED RIVER AT WHINER ROCK, ABV OPAL SPRINGS, OR",NA,NA,NA,NA,NA,NA,403,Needs Secondary Review,,Correct,,
300,404,1230064446868,,432324.16,-0.29,United State Geological Survey,USGS,443003122000801,44.50067690000,-122.00340140000,NAD83,"NORTH SANTIAM RIVER NEAR MARION FORKS, OR","NORTH SANTIAM RIVER NEAR MARION FORKS, OR",1.23E+12,1.23E+12,North Santiam River,NA,NA,404,Needs Secondary Review,,Correct,,
301,405,1179178444918,,19413.79,269.46,United State Geological Survey,USGS,4432261175510,44.54043760000,-117.92049090000,NAD83,PINE CREEK POND A,NA,NA,NA,NA,NA,NA,405,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ waterbodies"
302,406,1179678444994,,24491.81,1007.71,United State Geological Survey,USGS,4433091175540,44.55238170000,-117.92882470000,NAD83,PINE CREEK POND F,NA,NA,NA,NA,NA,NA,406,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery
303,407,1179678444994,,25426.23,1010.63,United State Geological Survey,USGS,4433121175539,44.55321500000,-117.92854690000,NAD83,PINE CREEK POND G,NA,NA,NA,NA,NA,NA,407,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery
304,408,1179368445576,,1478.34,-1318.12,United State Geological Survey,USGS,4433261175548,44.55710380000,-117.93104700000,NAD83,PINE CREEK POND J,NA,NA,NA,NA,NA,NA,408,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery
305,409,1232780445550,,1471.20,41.75,United State Geological Survey,USGS,443326123165200,44.55706580000,-123.28232180000,NAD83,"OAK CREEK AT CORVALLIS, OR","OAK CREEK AT CORVALLIS, OR",1.23E+12,1.23E+12,Oak Creek,NA,NA,409,Needs Secondary Review,,Correct,,
306,410,1179368445576,,1487.33,-1103.28,United State Geological Survey,USGS,4433281175549,44.55765930000,-117.93132480000,NAD83,PINE CREEK POND I,NA,NA,NA,NA,NA,NA,410,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery
307,411,1179678444994,,25426.23,-2517.12,United State Geological Survey,USGS,4433311175509,44.55849260000,-117.92021370000,NAD83,PINE CREEK POND D,NA,NA,NA,NA,NA,NA,411,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery
308,412,1179368445576,,5457.05,-2490.66,United State Geological Survey,USGS,4433331175508,44.55904810000,-117.91993590000,NAD83,PINE CREEK POND E,NA,NA,NA,NA,NA,NA,412,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery
309,413,1223472445874,,111.70,71.50,United State Geological Survey,USGS,443516122204701,44.58762330000,-122.34757980000,NAD83,"CANAL CREEK NEAR CASCADIA, OR",NA,NA,NA,NA,NA,NA,413,Needs Secondary Review,,Correct,,
310,414,1179136446516,,21497.43,-1005.53,United State Geological Survey,USGS,443700117572600,44.61654640000,-117.95827100000,NAD83,"BLACK MOUNTAIN MIDDLE POND, OR",NA,NA,NA,NA,NA,NA,414,Needs Secondary Review,,Potential Digitization,,Not included in either NHDH or DEQ waterbodies. Visible in satelite imagery
311,415,1179278446261,,9098.28,681.90,United State Geological Survey,USGS,4437151175721,44.62071290000,-117.95688230000,NAD83,"LOWER BLACK MOUNTAIN POND, OR",NA,NA,NA,NA,NA,NA,415,Needs Secondary Review,,Potential Digitization,,"Included in NHDH, not DEQ waterbodies"
312,416,1179278446261,,7756.05,-95.83,United State Geological Survey,USGS,4437301175712,44.62487950000,-117.95438240000,NAD83,BLACK MOUNTAIN LITTLE POND,NA,NA,NA,NA,NA,NA,416,Needs Secondary Review,,Remove,,"No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery, but tree canopy may be obscuring it."
313,417,1181903445028,,99712.12,,United State Geological Survey,USGS,4440091182112,44.66904270000,-118.35438670000,NAD83,BURNT RIVER E,NA,NA,NA,NA,NA,NA,417,Needs Secondary Review,,Manually Revised with IRL tool,,
314,418,1181903445028,,99822.96,157.40,United State Geological Survey,USGS,4440091182115,44.66904270000,-118.35522000000,NAD83,BURNT RIVER NW,NA,NA,NA,NA,NA,NA,418,Needs Secondary Review,,Manually Revised with IRL tool,,
315,419,1184620446839,,1008.07,-89.81,United State Geological Survey,USGS,444057118275000,44.68237530000,-118.46494540000,NAD83,"LOWER SNOW CREEK, OR",NA,NA,NA,NA,NA,NA,419,Needs Secondary Review,,Correct,,
316,420,1184126446748,,5083.12,143.44,United State Geological Survey,USGS,4441061182518,44.68487530000,-118.42272200000,NAD83,PARKERVILLE,NA,NA,NA,NA,NA,NA,420,Needs Secondary Review,,Likely Correct,,Names don't match
317,421,1184573446841,,3146.35,172.92,United State Geological Survey,USGS,4441091182804,44.68570850000,-118.46883440000,NAD83,GREENHORN,NA,NA,NA,NA,NA,NA,421,Needs Secondary Review,,Correct,,
318,422,1184573446841,,3716.56,1405.15,United State Geological Survey,USGS,4441121182826,44.68654180000,-118.47494570000,NAD83,SLAB CREEK POND,NA,NA,NA,NA,NA,NA,422,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. No pond visible in satelite imagery.
319,423,1182878446504,,19854.71,239.23,United State Geological Survey,USGS,4441301181909,44.69154190000,-118.32021960000,NAD83,LOWER CAMP  CREEK,NA,NA,NA,NA,NA,NA,423,Needs Secondary Review,,Correct,,
320,424,1183905446706,,9228.42,370.67,United State Geological Survey,USGS,444137118232500,44.69348610000,-118.39133260000,NAD83,WINTERVILLE POND,NA,NA,NA,NA,NA,NA,424,Needs Secondary Review,,Remove,,No pond deliniated in NHDH or DEQ waterbodies. There may be a pond visible in satelite imagery.
321,425,1230064446868,1221732447149,267865.89,-322.79,United State Geological Survey,USGS,444139122124700,44.69401130000,-122.21424350000,NAD83,DETROIT LAKE BELOW BLOWOUT CREEK,NA,NA,NA,NA,NA,NA,425,Needs Secondary Review,,Correct,,
322,426,1230064446868,1221732447149,271846.38,1301.61,United State Geological Survey,USGS,444207122120900,44.70194440000,-122.20250000000,NAD83,"DETROIT LAKE NEAR DETROIT LAKE DAM, OR",NA,NA,NA,NA,NA,NA,426,Needs Secondary Review,,Correct,,
323,427,1230064446868,1221732447149,258943.44,-171.83,United State Geological Survey,USGS,444230122141700,44.70817790000,-122.23924400000,NAD83,DETROIT LAKE BELOW KINNEY CREEK,NA,NA,NA,NA,NA,NA,427,Needs Secondary Review,,Correct,,
