AGENCY,AGENCY_ID,STATION_ID,DEC_LAT,DEC_LONG,DATUM,DESCRIPTION,DESCRIPTION_2,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,COMMENTS,KEEP
United State Geological Survey,USGS,431553000000000,43.2645666,-122.4105972,NAD83,CLEARWATER CANAL NO.2 PENSTOCK INFLOW     OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431617000000000,43.2712333,-122.4072639,NAD83,"NORTH UMPQUA RIVER ABOVE TOKETEE LAKE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431728000000000,43.2909537,-122.6200484,NAD83,"CALF CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431730000000000,43.2915098,-122.5450462,NAD83,"COPELAND CR NR MTH AB N UMPQUA R NR TOKETEE F, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431750000000000,43.2970692,-122.180312,NAD83,"LAKE CREEK AB LEMOLO LAKE NR DIAMOND LAKE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431750000000000,43.2970624,-123.1011752,NAD83,"LITTLE R NR MOUTH AB NORTH UMPQUA R NR GLIDE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431815000000000,43.3040089,-122.6800503,NAD83,"PANTHER CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431820000000000,43.3053978,-122.6781059,NAD83,"NORTH UMPQUA RIVER AB APPLE CREEK NR STEAMBOAT, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431827000000000,43.3073402,-123.123954,NAD83,"NORTH UMPQUA RIVER BELOW LITTLE RIVER NR GLIDE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431834000000000,43.3093223,-117.1087589,NAD83,MS38 (Spring Ck Cell24-MIDDLE SNAKE-SUCCOR Stream),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431839000000000,43.3106806,-122.1547557,NAD83,"N UMPQUA RIVER AB LEMOLO LAKE NR DIAMOND LAKE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,431912000000000,43.3198416,-122.8086658,NAD83,"WRIGHT CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432000000000000,43.3331742,-123.0031173,NAD83,"ROCK CR NR MOUTH AB N UMPQUA RIVER NR GLIDE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432034000000000,43.3426198,-122.7347749,NAD83,"N UMP R AB STMBOAT CR AT MOTT BR NR STEAMBOAT, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432034000000000,43.3426197,-122.7414418,NAD83,"N UMPQUA R AT MI 52.5 BL STMBT CR NR STAMBOAT, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432224000000000,43.3732112,-117.0440354,NAD83,MS6 (Sheep Reservoir  MIDDLE SNAKE-SUCCOR Ponds),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432308000000000,43.3854342,-117.1087615,NAD83,MS19 (Succor CK Cell 6-MIDDLE SNAKE-SUCCOR Stream),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432312000000000,43.3865459,-117.152097,NAD83,MS4 (Saddle Butte Resv MIDDLE SNAKE-SUCCOR Ponds),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432336000000000,43.3932114,-117.05237,NAD83,MS5 (Top Reservoir   MIDDLE SNAKE-SUCCOR Ponds),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432454000000000,43.414841,-123.2145167,NAD83,"CALAPOOYA CREEK NEAR NONPAREIL, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432627000000000,43.4407146,-117.9874055,NAD83,"STAR PONDS NR WARM SPRINGS RESV STAR-3, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432634000000000,43.442659,-117.9190702,NAD83,"STAR PONDS NR WARM SPRINGS RESV - STAR-2, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432805000000000,43.467937,-118.034074,NAD83,STAR PONDS NR WARM SPRINGS RESV  STAR-18   OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,432848000000000,43.4798816,-118.1349114,NAD83,STAR PONDS NR WARM SPRINGS RESV  STAR-14   OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433142000000000,43.5282148,-118.1021317,NAD83,STAR PONDS NR WARM SPRINGS RESV  STAR-15   OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433143000000000,43.5284925,-118.1021317,NAD83,"Star Stream GRANITE CREEK  STAR-32, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433345000000000,43.5623821,-117.5051744,NAD83,OW14 (Dry Creek-Lower Owyhee) OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433350000000000,43.563771,-117.4946186,NAD83,OW13 (Dry Creek),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433546000000000,43.5959927,-117.5368427,NAD83,OW4 (Sheep Corral Reservoir - Lower Owyhee) OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433622000000000,43.6059925,-117.5668432,NAD83,"OW6 (Upper Sheep Corral Reservoir-Lower Owyhee),OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433715000000000,43.6207148,-117.4196174,NAD83,"TWIN SPRINGS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433808000000000,43.6354363,-117.6790666,NAD83,MESA RESERVOIR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433846000000000,43.6458717,-121.5922755,NAD83,"LITTLE DESCHUTES RIVER AT MASTEN RD, NR LA PINE,OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,433855000000000,43.6484547,-123.0828535,NAD83,"COAST FORK WILLAMETTE RIVER NEAR LONDON, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434022000000000,43.6726769,-121.5473865,NAD83,"LITTLE DESCHUTES R@ DORRANCE MDW RD, NR LA PINE,OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434153000000000,43.6979362,-117.3665626,NAD83,GRASSY MOUNTAIN,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434212000000000,43.7033333,-121.4991667,NAD83,LITTLE DESCHUTES RIVER AT BURGESS ROAD,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434512000000000,43.7532588,-121.4851926,NAD83,LITTLE DESCHUTES RIVER AT RIVER MILE 16.1,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434515000000000,43.7539255,-121.485026,NAD83,"LITTLE DESCHUTES RIVER AT BRIDGE DR NR LA PINE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434621000000000,43.7723804,-118.1718553,NAD83,KINGSBURY GULCH,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434627000000000,43.774047,-117.4626809,NAD83,"KANE SPRING RESERVOIR, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434745000000000,43.7951229,-123.0684138,NAD83,"SILK CREEK NEAR COTTAGE GROVE, OR","SILK CREEK NEAR COTTAGE GROVE, OR",1.23E+12,1.23E+12,Silk Creek,NA,NA,,
United State Geological Survey,USGS,434805000000000,43.8013889,-117.0547222,NAD83,301 DRAIN NEAR HIGHWAY 201 NEAR OWYHEE OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434916000000000,43.8209918,-117.4554595,NAD83,LITTLE TWIN RESERVOIR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,434917000000000,43.8211743,-121.451083,NAD83,"LITTLE DESCHUTES R @ S CENTURY DR, NR SUNRIVER, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,435014000000000,43.8369796,-121.4647505,NAD83,UNNAMED SLOUGH DRAIN TO DESCHUTES R @ RM 194.8 OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,435029000000000,43.8412697,-117.4774055,NAD83,"VINE HILL RESERVOIR, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,435147000000000,43.8617903,-123.0625819,NAD83,"HILL CREEK NEAR CRESWELL, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,435212000000000,43.8698473,-122.8103481,NAD83,"LOST CREEK NEAR DEXTER, OR","LOST CREEK NEAR DEXTER, OR",1.23E+12,1.23E+12,Lost Creek,NA,NA,,
United State Geological Survey,USGS,440257000000000,44.0490131,-123.1767568,NAD83,"AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR","AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR",1.23E+12,1.23E+12,Amazon Creek,NA,NA,,
United State Geological Survey,USGS,440306000000000,44.0517778,-122.8976389,NAD83,"72nd STORMWATER CULVERT AT THURSTON RD, SPGFLD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440314000000000,44.0539722,-122.9042222,NAD83,"69th STORMWATER CHANNEL AT THURSTON RD,SPRGFLD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440314000000000,44.0538833,-123.1537139,NAD83,GRIMES POND (NWR EUGN SITE),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440317000000000,44.0546111,-122.9635833,NAD83,"42nd STORMWATER CULVERT AT WEYCO, SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440320000000000,44.0556389,-122.9146667,NAD83,"64th STORMWATER PIPE AT TMS, SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440322000000000,44.0560278,-122.8293056,NAD83,"MCKENZIE R AT HENDRICKS PARK BOAT RAMP, SPGFLD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440325000000000,44.0568333,-122.9433889,NAD83,"52nd STORMWATER CHANEL AT HWY 126 SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440339000000000,44.0607222,-122.969,NAD83,"KEIZER SLOUGH AT SUB BRIDGE, SPRINGFIELD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440405000000000,44.0680556,-122.8322222,NAD83,"UNNAME TRIB TO WALTERVILLE CANAL @ CAMP CRK RD, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440418000000000,44.0715143,-122.9636939,NAD83,MCKENZIE R.@ EUGENE PUMP; RM 14.9,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440516000000000,44.0877778,-122.713611,NAD83,NA,"HAAGEN CR @ DEERHORN ROAD BRIDGE, NR DEERHORN, OR",1.23E+12,1.23E+12,Haagen Creek,NA,NA,,
United State Geological Survey,USGS,440530000000000,44.0916667,-122.7152778,NAD83,"MCKENZIE R AT HOLDEN CK RD BRIDGE, NR LEABURG, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440549000000000,44.0968722,-122.7062417,NAD83,"HOLDEN CREEK AT MCKENZIE HWY, NEAR LEABURG, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440635000000000,44.1097222,-122.4558333,NAD83,NA,"DEER CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR",1.22E+12,1.22E+12,Deer Creek,NA,NA,,
United State Geological Survey,USGS,440636000000000,44.1098482,-120.7930697,NAD83,"CROOKED RIVER BELOW BOWMAN DAM, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,440724000000000,44.1233333,-122.378611,NAD83,NA,"QUARTZ CREEK AT MOUTH, NEAR FINN ROCK, OR",1.22E+12,1.22E+12,Quartz Creek,NA,NA,,
United State Geological Survey,USGS,440731000000000,44.1252778,-122.53,NAD83,NA,"GALE CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR",1.23E+12,1.23E+12,Gale Creek,NA,NA,,
United State Geological Survey,USGS,440944000000000,44.1620679,-122.1550567,NAD83,HORSE CREEK BLW FOLEY SPRINGS @ MCKENZIE BRIDGE OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,441120000000000,44.1887375,-122.3317332,NAD83,"QUARTZ CREEK NEAR BLUE RIVER, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,441916000000000,44.3209525,-121.2547591,NAD83,"DESCHUTES RIVER ABOVE ODIN FALLS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,441924000000000,44.3233056,-121.2584167,NAD83,"DESCHUTES RIVER BELOW ODIN FALLS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442348000000000,44.3965362,-121.227066,NAD83,"CROOKED RIVER AT GRASSLAND TRAIL, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442351000000000,44.3974444,-123.30475,NAD83,"CHEADLE POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442406000000000,44.4016667,-123.3241667,NAD83,CATTAIL POND  (NWR FNLY site),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442427000000000,44.4073611,-123.3162778,NAD83,"FINGER POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442447000000000,44.4128583,-123.3284,NAD83,"LOWER 22 POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442455000000000,44.4151219,-123.339544,NAD83,UPPER WOODPECKER POND      OR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442503000000000,44.4173611,-123.3277222,NAD83,"UPPER 22 POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442508000000000,44.4187297,-121.2933746,NAD83,"DESCHUTES RIVER BELOW STEELHEAD FALLS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442519000000000,44.4219444,-123.3224167,NAD83,"UNIT 16 POND, FINLEY NWR, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442529000000000,44.4246778,-123.2051583,NAD83,IMMIGRATION POND (NWR SNAG site),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442534000000000,44.4262278,-123.2070278,NAD83,LOWER BEAVER  (NWR QW SNAG site),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442545000000000,44.4292,-123.2235694,NAD83,UPPER BLUE HERON SLOUGH (NWR SNAG site),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,442848000000000,44.4798129,-121.3013212,NAD83,"CROOKED RIVER AT WHINER ROCK, ABV OPAL SPRINGS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,443003000000000,44.5006769,-122.0034014,NAD83,"NORTH SANTIAM RIVER NEAR MARION FORKS, OR","NORTH SANTIAM RIVER NEAR MARION FORKS, OR",1.23E+12,1.23E+12,North Santiam River,NA,NA,,
United State Geological Survey,USGS,4432260000000,44.5404376,-117.9204909,NAD83,PINE CREEK POND A,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4433090000000,44.5523817,-117.9288247,NAD83,PINE CREEK POND F,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4433120000000,44.553215,-117.9285469,NAD83,PINE CREEK POND G,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4433260000000,44.5571038,-117.931047,NAD83,PINE CREEK POND J,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,443326000000000,44.5570658,-123.2823218,NAD83,"OAK CREEK AT CORVALLIS, OR","OAK CREEK AT CORVALLIS, OR",1.23E+12,1.23E+12,Oak Creek,NA,NA,,
United State Geological Survey,USGS,4433280000000,44.5576593,-117.9313248,NAD83,PINE CREEK POND I,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4433310000000,44.5584926,-117.9202137,NAD83,PINE CREEK POND D,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4433330000000,44.5590481,-117.9199359,NAD83,PINE CREEK POND E,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,443516000000000,44.5876233,-122.3475798,NAD83,"CANAL CREEK NEAR CASCADIA, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,443700000000000,44.6165464,-117.958271,NAD83,"BLACK MOUNTAIN MIDDLE POND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4437150000000,44.6207129,-117.9568823,NAD83,"LOWER BLACK MOUNTAIN POND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4437300000000,44.6248795,-117.9543824,NAD83,BLACK MOUNTAIN LITTLE POND,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4440090000000,44.6690427,-118.3543867,NAD83,BURNT RIVER E,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4440090000000,44.6690427,-118.35522,NAD83,BURNT RIVER NW,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444057000000000,44.6823753,-118.4649454,NAD83,"LOWER SNOW CREEK, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4441060000000,44.6848753,-118.422722,NAD83,PARKERVILLE,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4441090000000,44.6857085,-118.4688344,NAD83,GREENHORN,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4441120000000,44.6865418,-118.4749457,NAD83,SLAB CREEK POND,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4441300000000,44.6915419,-118.3202196,NAD83,LOWER CAMP  CREEK,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444137000000000,44.6934861,-118.3913326,NAD83,WINTERVILLE POND,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444139000000000,44.6940113,-122.2142435,NAD83,DETROIT LAKE BELOW BLOWOUT CREEK,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444207000000000,44.7019444,-122.2025,NAD83,"DETROIT LAKE NEAR DETROIT LAKE DAM, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444230000000000,44.7081779,-122.239244,NAD83,DETROIT LAKE BELOW KINNEY CREEK,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4442310000000,44.7084857,-118.3202199,NAD83,UPPER CAMP CREEK,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444236000000000,44.7098444,-122.1853541,NAD83,DETROIT LAKE AT MONGOLD STATE PARK,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444250000000000,44.7137333,-122.1917432,NAD83,"Swimming area at Mongold State Park, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4443180000000,44.7215405,-118.4655018,NAD83,LITTLE SKINNY DIP,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,4443280000000,44.7243207,-117.9410516,NAD83,ELK CREEK POND,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444410000000000,44.7361111,-122.1583333,NAD83,"DETROIT LAKE AT KANES MARINA, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444605000000000,44.7679444,-123.0755556,NAD83,"KILLDEER POND, OR (NWR ANKY SITES)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444605000000000,44.7681389,-123.0755278,NAD83,"SOUTH POND , OR  (NWR  ANKY SITES)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444624000000000,44.77325,-123.0572222,NAD83,"DUGOUT PONDS, OR (NWR ANKY SITES)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444649000000000,44.7801216,-121.9975747,NAD83,BREITENBUSH R BLW BREITENBUSH HOT SPGS NR DETROIT,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444728000000000,44.7909556,-122.7511989,NAD83,"NORTH SANTIAM RIVER AT GEREN ISLAND, NR STAYTON,OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444732000000000,44.7922222,-123.0883333,NAD83,"MAHOFF OND, OR (NWR  ANKY SITES)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,444759000000000,44.7997222,-123.0855556,NAD83,"WIGEON MARSH , OR   (NWR  ANKY SITES)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,445029000000000,44.841232,-122.9917606,NAD83,"BATTLE CREEK NEAR TURNER, OR","BATTLE CREEK NEAR TURNER, OR",1.23E+12,1.23E+12,Battle Creek,NA,NA,,
United State Geological Survey,USGS,445551000000000,44.9306754,-123.033985,NAD83,"PRINGLE CREEK AT SALEM, OR","PRINGLE CREEK AT SALEM, OR",1.23E+12,1.23E+12,Pringle Creek,NA,NA,,
United State Geological Survey,USGS,445719000000000,44.9552778,-123.256111,NAD83,DUSKY MARSH (NWR BSKT SITE),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,445720000000000,44.9555556,-123.2555556,NAD83,VANCOUVER MARSH (NWR BSKT SITE),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,445830000000000,44.975,-123.2508333,NAD83,SMITH POND (NWR BSKT SITE),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,445915000000000,44.9874167,-123.2608333,NAD83,ALEUTIAN MARSH  (NWR BSKT SITES),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450022000000000,45.0059526,-123.0245413,NAD83,"CLAGGETT CREEK AT KEIZER, OR","CLAGGETT CREEK AT KEIZER, OR",1.23E+12,1.23E+12,Claggett Creek,NA,NA,,
United State Geological Survey,USGS,450156000000000,45.0320665,-122.0598022,NAD83,"UPPER CLACKAMAS RIVER AT TWO RIVERS C.G., OR","UPPER CLACKAMAS RIVER AT TWO RIVERS C.G., OR",1.23E+12,1.23E+12,Clackamas River,NA,NA,,
United State Geological Survey,USGS,450448000000000,45.0798437,-122.0428578,NAD83,"OAK GROVE FORK AT RAINBOW CAMPGROUND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450453000000000,45.0812778,-122.4861444,NAD83,MOLALLA RIVER AT GLEN AVON BRIDGE,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450653000000000,45.1145633,-121.8039663,NAD83,"TIMOTHY LAKE AT BOOM, OR (DEPTH 1)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450653000000000,45.1145633,-121.8039663,NAD83,"TIMOTHY LAKE AT BOOM, OR  (DEPTH 2)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450653000000000,45.1145633,-121.8039663,NAD83,"TIMOTHY LAKE AT BOOM, OR            (DUPLICATE3)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450653000000000,45.1145633,-121.8039663,NAD83,"TIMOTHY LAKE AT BOOM, OR            (DUPLICATE4)",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450943000000000,45.1618611,-122.5354444,NAD83,MOLALLA RIVER AT HWY 211,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,450955000000000,45.1655,-122.4868889,NAD83,NA,MILK CREEK AT CAMP ADAMS,1.23E+12,1.23E+12,Milk Creek,NA,NA,,
United State Geological Survey,USGS,451200000000000,45.2000556,-122.5828333,NAD83,MOLALLA RIVER AT HWY 213,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,451336000000000,45.226505,-122.6375848,NAD83,MOLALLA RIVER UPSTREAM FROM MILK CREEK,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,451343000000000,45.228455,-122.3675846,NAD83,"CLEAR CREEK NEAR ESTACADA, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,451438000000000,45.2437317,-122.278972,NAD83,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 1), OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,451438000000000,45.2437317,-122.278972,NAD83,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 2), OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,451438000000000,45.2437317,-122.278972,NAD83,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 3), OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,451438000000000,45.2437317,-122.278972,NAD83,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 4), OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,451603000000000,45.2673428,-122.7103706,NAD83,"MOLALLA R AT KNIGHTS BRIDGE NR CANBY, OR","MOLALLA R AT KNIGHTS BRIDGE NR CANBY, OR",1.23E+12,1.23E+12,Molalla River,NA,NA,,
United State Geological Survey,USGS,451607000000000,45.26852778,-122.710111,NAD83,NA,"MOLALLA RIVER AT KNIGHTS BRIDGE, CANBY, OR",1.23E+12,1.23E+12,Molalla River,NA,NA,,
United State Geological Survey,USGS,451734000000000,45.2926178,-122.9828789,NAD83,"CHEHALEM CREEK AT NEWBERG, OR","CHEHALEM CREEK AT NEWBERG, OR",1.23E+12,1.23E+12,Chehalem Creek,NA,NA,,
United State Geological Survey,USGS,452109000000000,45.3525222,-122.8863944,NAD83,CHICKEN CREEK AT KRUGER RD,CHICKEN CREEK AT KRUGER RD,1.23E+12,1.23E+12,Chicken Creek,NA,NA,,
United State Geological Survey,USGS,452149000000000,45.3634458,-123.3314988,NAD83,"NORTH YAMHILL CREEK NEAR YAMHILL, OR","NORTH YAMHILL CREEK NEAR YAMHILL, OR",1.23E+12,1.23E+12,North Yamhill River,NA,NA,,
United State Geological Survey,USGS,452231000000000,45.3751208,-122.3345318,NAD83,"DEEP CREEK NEAR SANDY, OR","DEEP CREEK NEAR SANDY, OR",1.22E+12,1.22E+12,Deep Creek,NA,NA,,
United State Geological Survey,USGS,452301000000000,45.3836722,-122.7397639,NAD83,NYBERG CREEK AT BROWNS FERRY PARK,NYBERG CREEK AT BROWNS FERRY PARK,1.23E+12,1.23E+12,Unnamed Stream,NA,NA,,
United State Geological Survey,USGS,452314000000000,45.3870632,-122.7639852,NAD83,"TUALATIN R @ TUALATIN PARK RR BRDG, NR TUALATIN,OR","TUALATIN R @ TUALATIN PARK RR BRDG, NR TUALATIN,OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,452326000000000,45.3903965,-122.764263,NAD83,"TUALATIN RIVER DOWNSTREAM FANNO CK, NR DURHAM, OR","TUALATIN RIVER DOWNSTREAM FANNO CK, NR DURHAM, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,452333000000000,45.3923409,-122.768152,NAD83,"TUALATIN RIVER UPSTRM RM 9.4 RIFFLE, NR DURHAM, OR","TUALATIN RIVER UPSTRM RM 9.4 RIFFLE, NR DURHAM, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,452336000000000,45.3931743,-122.7659298,NAD83,"TUALATIN RIVER UP/FROM WWTP OUTFALL,NR DURHAM, OR","TUALATIN RIVER UP/FROM WWTP OUTFALL,NR DURHAM, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,452337000000000,45.3934544,-122.4103663,NAD83,"DEEP CREEK AT CAMP KURATLI, NEAR BARTON, OR",NA,NA,NA,NA,NA,NA,,
