STATION_KEY,QA_QC_TYPE,SAMPLE_DATE,NAME,ABBREVIATION,Result_clean,UNIT,SAMPLE_MATRIX,METHOD_REPORTING_LIMIT,LOCATION_DESCRIPTION
13844,Sample,6/29/2011,Mercury,NA,0.12,mg/Kg wet,"Fillet, no skin",0.03,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.01,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample,6/29/2011,Mercury,NA,0.02,mg/Kg wet,"Fillet, no skin",0.01,Paulina Lake at deepest point
13844,Sample - Field Primary,8/30/2011,Mercury,NA,0.06,mg/Kg wet,Whole body,0.03,Paulina Lake at deepest point
13844,Sample - Field Duplicate,8/30/2011,Mercury,NA,0.06,mg/Kg wet,Whole body,0.03,Paulina Lake at deepest point
18390,Sample,10/19/2010,Mercury,NA,0.51,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,2.48,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,0.72,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,1.02,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,0.78,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,0.59,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,0.86,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,0.65,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,0.59,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
18390,Sample,10/19/2010,Mercury,NA,0.27,mg/Kg wet,"Fillet, no skin",0.03,Ashland Emigrant Lake
20824,Sample,5/11/2000,Mercury,Total,0.764,mg/Kg wet,"Tissue, Fish",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/11/2000,Mercury,Total,0.76,mg/Kg wet,"Tissue, Fish",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/11/2000,Mercury,Total,0.343,mg/Kg wet,"Tissue, Fish",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/11/2000,Mercury,Total,0.338,mg/Kg wet,"Tissue, Fish",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.774,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.73,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.844,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.712,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.992,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.817,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,1.12,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.619,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.238,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.222,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
20824,Sample,5/18/2000,Mercury,Total,0.24,mg/Kg wet,"Fillet, with skin",NA,"Cooper Creek Reservoir near dam, depth 3 feet"
23485,Sample,5/16/2000,Mercury,Total,0.78,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
23485,Sample,5/16/2000,Mercury,Total,0.859,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
23485,Sample,5/16/2000,Mercury,Total,0.747,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
23485,Sample,5/16/2000,Mercury,Total,0.557,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
23485,Sample,5/16/2000,Mercury,Total,0.712,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
23485,Sample,5/16/2000,Mercury,Total,0.558,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
23485,Sample,5/16/2000,Mercury,Total,0.691,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
23485,Sample,5/16/2000,Mercury,Total,0.572,mg/Kg wet,"Tissue, Fish",NA,Galesville Reservoir
24575,Sample,2/5/2001,Mercury,Total,0.018,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.014,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.016,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.013,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.01,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.009,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.015,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample - Field Primary,2/5/2001,Mercury,Total,0.013,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample - Field Duplicate,2/5/2001,Mercury,Total,0.013,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.012,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
24575,Sample,2/5/2001,Mercury,Total,0.027,mg/Kg wet,"Tissue, Fish",NA,Shady Cove Fish Hatchery
26339,Sample,9/10/2008,Mercury,NA,0.42,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/10/2008,Mercury,NA,0.48,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/10/2008,Mercury,NA,0.24,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/10/2008,Mercury,NA,0.19,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/10/2008,Mercury,NA,0.15,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.04,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.04,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.04,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.12,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.35,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.11,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.05,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.14,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample,9/9/2010,Mercury,NA,0.21,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample - Field Primary,9/9/2010,Mercury,NA,0.27,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26339,Sample - Field Duplicate,9/9/2010,Mercury,NA,0.26,mg/Kg wet,"Fillet, no skin",0.03,Willamette River upstream of Newberg Bridge at Rogers Landing
26773,Sample,9/2/2010,Mercury,NA,0.27,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,0.25,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,0.44,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,0.32,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,0.44,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample - Field Primary,9/2/2010,Mercury,NA,0.15,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,0.22,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,0.9,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,1.1,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,1.55,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample - Field Primary,9/2/2010,Mercury,NA,0.97,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample - Field Duplicate,9/2/2010,Mercury,NA,0.93,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample - Field Duplicate,9/2/2010,Mercury,NA,0.22,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
26773,Sample,9/2/2010,Mercury,NA,0.77,mg/Kg wet,"Fillet, no skin",0.03,Tualatin River at West Linn near SW Borland Road
29043,Sample,9/24/2008,Mercury,NA,0.53,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,10/7/2008,Mercury,NA,0.34,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,10/7/2008,Mercury,NA,1.03,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,10/7/2008,Mercury,NA,0.62,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,10/7/2008,Mercury,NA,0.32,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,10/7/2008,Mercury,NA,0.32,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,8/31/2010,Mercury,NA,0.11,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,8/31/2010,Mercury,NA,0.09,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,8/31/2010,Mercury,NA,0.23,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample,8/31/2010,Mercury,NA,0.35,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample - Field Primary,8/31/2010,Mercury,NA,0.34,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29043,Sample - Field Duplicate,8/31/2010,Mercury,NA,0.32,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Willamette Park boat ramp, Corvallis"
29044,Sample,9/30/2008,Mercury,NA,0.56,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,9/30/2008,Mercury,NA,0.25,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,9/30/2008,Mercury,NA,0.19,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,10/12/2009,Mercury,NA,0.12,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,10/12/2009,Mercury,NA,0.08,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,10/12/2009,Mercury,NA,0.08,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,10/12/2009,Mercury,NA,0.23,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,10/12/2009,Mercury,NA,0.23,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,8/24/2010,Mercury,NA,0.78,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,8/24/2010,Mercury,NA,0.77,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,8/24/2010,Mercury,NA,0.74,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample,8/24/2010,Mercury,NA,1.66,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample - Field Primary,8/24/2010,Mercury,NA,0.73,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29044,Sample - Field Duplicate,8/24/2010,Mercury,NA,0.8,mg/Kg wet,"Fillet, no skin",0.03,"Willamette River at Greenway bike bridge, Eugene"
29045,Sample,9/1/2010,Mercury,NA,0.93,mg/Kg wet,"Fillet, no skin",0.03,Clackamas River at Riverside Park
29045,Sample,9/21/2010,Mercury,NA,0.07,mg/Kg wet,"Fillet, no skin",0.03,Clackamas River at Riverside Park
29045,Sample,9/21/2010,Mercury,NA,0.14,mg/Kg wet,"Fillet, no skin",0.03,Clackamas River at Riverside Park
29045,Sample - Field Primary,9/21/2010,Mercury,NA,0.44,mg/Kg wet,"Fillet, no skin",0.03,Clackamas River at Riverside Park
29045,Sample - Field Duplicate,9/21/2010,Mercury,NA,0.44,mg/Kg wet,"Fillet, no skin",0.03,Clackamas River at Riverside Park
30215,Sample,6/13/2003,Mercury,Total,0.237,mg/Kg dry,Whole body,0.05,"OR03-0303 Pacific Ocean, 7.1 nautical miles northwest of Rogue River mouth"
30220,Sample,6/12/2003,Mercury,Total,0.254,mg/Kg dry,Whole body,0.05,"OR03-0006 Pacific Ocean, 2.8 nautical miles southwest of Siuslaw River mouth"
30222,Sample,6/6/2003,Mercury,Total,0.108,mg/Kg dry,Whole body,0.05,"OR03-0008 Pacific Ocean, 8.1 nautical miles southwest of Cape Falcon"
30223,Sample,6/10/2003,Mercury,Total,0.256,mg/Kg dry,Whole body,0.05,"OR03-0009 Pacific Ocean, 8.9 nautical miles southwest of Yaquina Head"
30224,Sample,6/11/2003,Mercury,Total,0.435,mg/Kg dry,Whole body,0.05,"OR03-0010 Pacific Ocean, 30.5 nautical miles southwest of Heceta Head"
30228,Sample,6/10/2003,Mercury,Total,0.238,mg/Kg dry,Whole body,0.05,"OR03-0014 Pacific Ocean, 11.8 nautical miles west of Waldport"
30229,Sample,6/9/2003,Mercury,Total,0.142,mg/Kg dry,Whole body,0.05,"OR03-0015 Pacific Ocean, 3.6 nautical miles southwest of Cascade Head"
30230,Sample,6/9/2003,Mercury,Total,0.061,mg/Kg dry,Whole body,0.05,"OR03-0016 Pacific Ocean, 7.9 nautical miles southwest of Netarts"
30231,Sample,6/9/2003,Mercury,Total,0.229,mg/Kg dry,Whole body,0.05,"OR03-0017 Pacific Ocean, 5.3 nautical miles southwest of Cape Lookout"
30231,Sample,6/9/2003,Mercury,Total,0.082,mg/Kg dry,Whole body,0.05,"OR03-0017 Pacific Ocean, 5.3 nautical miles southwest of Cape Lookout"
30243,Sample,6/6/2003,Mercury,Total,0.101,mg/Kg dry,Whole body,0.05,"OR03-0029 Pacific Ocean, 2.6 nautical miles west of Rockaway Beach"
30244,Sample,6/10/2003,Mercury,Total,0.314,mg/Kg dry,Whole body,0.05,"OR03-0030 Pacific Ocean, 4.5 nautical miles west of Yaquina Head"
30244,Sample,6/10/2003,Mercury,Total,0.151,mg/Kg dry,Whole body,0.05,"OR03-0030 Pacific Ocean, 4.5 nautical miles west of Yaquina Head"
30245,Sample,6/11/2003,Mercury,Total,0.331,mg/Kg dry,Whole body,0.05,"OR03-0031 Pacific Ocean, 8.4 nautical miles west of Cape Perpetual"
30250,Sample,6/11/2003,Mercury,Total,0.107,mg/Kg dry,Whole body,0.05,"OR03-0036 Pacific Ocean, 24.9 nautical miles southwest of Cape Perpetual"
30252,Sample,6/9/2003,Mercury,Total,0.239,mg/Kg dry,Whole body,0.05,"OR03-0038 Pacific Ocean, 6.5 nautical miles southwest of Cape Kiwanda"
30253,Sample,6/11/2003,Mercury,Total,0.188,mg/Kg dry,Whole body,0.05,"OR03-0039 Pacific Ocean, 5.7 nautical miles southwest of Hecta Head"
30254,Sample,6/11/2003,Mercury,Total,0.192,mg/Kg dry,Whole body,0.05,"OR03-0040 Pacific Ocean, 12.9 nautical miles southwest of Heceta Head"
30256,Sample,6/6/2003,Mercury,Total,0.122,mg/Kg dry,Whole body,0.05,"OR03-0042 Pacific Ocean, 11.1 nautical miles west of Seaside"
30260,Sample,6/11/2003,Mercury,Total,0.154,mg/Kg dry,Whole body,0.05,"OR03-0046 Pacific Ocean, 6.1 nautical miles southwest of Cape Perpetual"
30262,Sample,6/12/2003,Mercury,Total,0.248,mg/Kg dry,Whole body,0.05,"OR03-0048 Pacific Ocean, 5.5 nautical miles west of Siltcoos river mouth"
30264,Sample,6/6/2003,Mercury,Total,0.115,mg/Kg dry,Whole body,0.05,"OR03-0050 Pacific Ocean, 6.6 nautical miles south of Cape Falcon"
31300,Sample,9/24/2003,Mercury,Total,0.123,mg/Kg dry,Whole body,0.05,"OR03-0062, 9.2 nautical miles northwest of Cape Blanco"
31300,Sample,9/24/2003,Mercury,Total,0.17,mg/Kg dry,Whole body,0.05,"OR03-0062, 9.2 nautical miles northwest of Cape Blanco"
31303,Sample,9/16/2003,Mercury,Total,0.201,mg/Kg dry,Whole body,0.05,11.3 nautical miles northwest of Cape Perpetua OR03-0051
31303,Sample,9/16/2003,Mercury,Total,0.176,mg/Kg dry,Whole body,0.05,11.3 nautical miles northwest of Cape Perpetua OR03-0051
31306,Sample,7/9/2003,Mercury,Total,0.185,mg/Kg dry,Whole body,0.05,"OR03-0053, 3.9 nautical miles northwest of Siletz Bay"
31306,Sample,7/9/2003,Mercury,Total,0.258,mg/Kg dry,Whole body,0.05,"OR03-0053, 3.9 nautical miles northwest of Siletz Bay"
31308,Sample,9/17/2003,Mercury,Total,0.168,mg/Kg dry,Whole body,0.05,"OR03-0054, 9.6 nautical miles southwest of Heceta Head"
31308,Sample,9/17/2003,Mercury,Total,0.19,mg/Kg dry,Whole body,0.05,"OR03-0054, 9.6 nautical miles southwest of Heceta Head"
31310,Sample,7/9/2003,Mercury,Total,0.095,mg/Kg dry,Whole body,0.05,"OR03-0055, 6.9 nautical miles southwest of Siletz Bay"
31310,Sample,7/9/2003,Mercury,Total,0.12,mg/Kg dry,Whole body,0.05,"OR03-0055, 6.9 nautical miles southwest of Siletz Bay"
31312,Sample,9/17/2003,Mercury,Total,0.095,mg/Kg dry,Whole body,0.05,"OR03-0056, 8.2 nautical miles southwest of Siuslaw River mouth"
31312,Sample,9/17/2003,Mercury,Total,0.108,mg/Kg dry,Whole body,0.05,"OR03-0056, 8.2 nautical miles southwest of Siuslaw River mouth"
31313,Sample,7/9/2003,Mercury,Total,0.299,mg/Kg dry,Whole body,0.05,"OR03-0057, 4.2 nautical miles northwest of Heceta Head"
31313,Sample,7/9/2003,Mercury,Total,0.181,mg/Kg dry,Whole body,0.05,"OR03-0057, 4.2 nautical miles northwest of Heceta Head"
31314,Sample,7/9/2003,Mercury,Total,0.346,mg/Kg dry,Whole body,0.05,"OR03-0058, 14.1 nautical miles west of Yaquina River mouth"
31314,Sample,7/9/2003,Mercury,Total,0.491,mg/Kg dry,Whole body,0.05,"OR03-0058, 14.1 nautical miles west of Yaquina River mouth"
31314,Sample,7/9/2003,Mercury,Total,0.281,mg/Kg dry,Whole body,0.05,"OR03-0058, 14.1 nautical miles west of Yaquina River mouth"
31317,Sample,9/24/2003,Mercury,Total,0.15,mg/Kg dry,Whole body,0.05,"OR03-0063, 4.6 nautical miles southwest of Cape Blanco"
31317,Sample,9/24/2003,Mercury,Total,0.126,mg/Kg dry,Whole body,0.05,"OR03-0063, 4.6 nautical miles southwest of Cape Blanco"
31318,Sample,7/11/2003,Mercury,Total,0.173,mg/Kg dry,Whole body,0.05,"OR03-0059, 10.5 nautical miles north-northwest of Coos Bay mouth"
31318,Sample,7/11/2003,Mercury,Total,0.289,mg/Kg dry,Whole body,0.05,"OR03-0059, 10.5 nautical miles north-northwest of Coos Bay mouth"
31319,Sample,7/6/2003,Mercury,Total,0.132,mg/Kg dry,Whole body,0.05,"OR03-0060, 7.7 nautical miles northwest of Cannon Beach"
31319,Sample,7/6/2003,Mercury,Total,0.291,mg/Kg dry,Whole body,0.05,"OR03-0060, 7.7 nautical miles northwest of Cannon Beach"
31320,Sample,7/10/2003,Mercury,Total,0.135,mg/Kg dry,Whole body,0.05,"OR03-0061, 6.1 nautical miles northwest of Heceta Head"
31320,Sample,7/10/2003,Mercury,Total,0.106,mg/Kg dry,Whole body,0.05,"OR03-0061, 6.1 nautical miles northwest of Heceta Head"
31322,Sample,7/10/2003,Mercury,Total,0.182,mg/Kg dry,Whole body,0.05,19 nautical miles west of Yachats River mouth
31323,Sample,7/10/2003,Mercury,Total,0.141,mg/Kg dry,Whole body,0.05,22 nautical miles west of Yaquina River mouth
31566,Sample,7/16/2004,Mercury,Total,0.086,mg/Kg dry,Whole body,0.05,Columbia River at River Mile 21 near Rice Island
31568,Sample,7/15/2004,Mercury,Total,0.125,mg/Kg dry,Whole body,0.05,Columbia River at River Mile 6 near Clatsop Spit
31569,Sample,7/14/2004,Mercury,Total,0.054,mg/Kg dry,Whole body,0.05,Columbia River at River Mile 11.5 north of Marker #31
31570,Sample,9/20/2004,Mercury,Total,0.186,mg/Kg dry,"Fillet, no skin",0.05,"Columbia River at River Mile 15.5, 1.6 nautical miles north of Marker #37"
31572,Sample,7/13/2004,Mercury,Total,0.115,mg/Kg dry,Whole body,0.05,"Columbia River at River Mile 14, near south end of Astoria Bridge"
31573,Sample,8/10/2004,Mercury,Total,0.102,mg/Kg dry,Whole body,0.05,"Columbia River at River Mile 8, 1.3 nautical miles south of Chinook Point"
31574,Sample,7/7/2004,Mercury,Total,0.159,mg/Kg dry,"Fillet, no skin",0.05,"Columbia River at River Mile 18, southeast of Tongue Point"
31578,Sample,9/21/2004,Mercury,Total,0.135,mg/Kg dry,Whole body,0.05,"Columbia River at River Mile 19.5, 1.3 nautical miles south of Grays Point"
31579,Sample,9/1/2004,Mercury,Total,0.187,mg/Kg dry,Whole body,0.05,Nehalem River North Fork at River Mile 0.9
31580,Sample,8/19/2004,Mercury,Total,0.119,mg/Kg dry,Whole body,0.05,"Alsea Bay, 0.3 nautical miles east of Devils Bend"
31582,Sample,7/26/2004,Mercury,Total,0.104,mg/Kg dry,Whole body,0.05,"Siletz Bay at River Mile 0.1, north of Siletz Keys"
31583,Sample,8/24/2004,Mercury,Total,0.168,mg/Kg dry,Whole body,0.05,Rogue River at River Mile 0.5 in Gold Beach Marina
31586,Sample,8/25/2004,Mercury,Total,0.175,mg/Kg dry,Whole body,0.05,"Coquille River at River Mile 6.8, northeast shore near Randolph Island"
31587,Sample,10/7/2004,Mercury,Total,0.222,mg/Kg dry,Whole body,0.05,"Nehalem Bay, 0.5 nautical miles W of Dean Point"
31588,Sample,9/13/2004,Mercury,Total,0.074,mg/Kg dry,Whole body,0.05,"Sand Lake, 0.4 nautical miles east of Sand Beach Campground"
31589,Sample,9/28/2004,Mercury,Total,0.068,mg/Kg dry,Whole body,0.05,"Siuslaw River at River Mile 6.2, southwest shore of Cox Island"
31590,Sample,7/27/2004,Mercury,Total,0.139,mg/Kg dry,Whole body,0.05,"Siletz River at River Mile 5.8, north shore, east of Sunset Landing"
31591,Sample,10/5/2004,Mercury,Total,0.1,mg/Kg dry,Whole body,0.05,"Netarts Bay, 0.4 nautical miles southwest of Yager CR mouth"
31594,Sample,8/3/2004,Mercury,Total,0.136,mg/Kg dry,Whole body,0.05,"Coos Bay South Slough, 0.1 nautical miles northeast of Younker Point"
31595,Sample,8/26/2004,Mercury,Total,0.05,mg/Kg dry,Whole body,0.05,"Coos Bay north of Marshfield Channel, 0.45 nautical miles west of Marker #1"
31596,Sample,10/6/2004,Mercury,Total,0.091,mg/Kg dry,Whole body,0.05,Tillamook Bay West in south channel
31597,Sample,8/5/2004,Mercury,Total,0.126,mg/Kg dry,Whole body,0.05,Coos Bay south of Marshfield Channel near 'Q' Green Range Marker
31598,Sample,7/28/2004,Mercury,Total,0.097,mg/Kg dry,Whole body,0.05,Yaquina River near Marker #38
31600,Sample,10/6/2004,Mercury,Total,0.23,mg/Kg dry,"Fillet, no skin",0.05,Tillamook Bay east side of Miami Cove
31600,Sample,10/6/2004,Mercury,Total,0.072,mg/Kg dry,Whole body,0.05,Tillamook Bay east side of Miami Cove
31602,Sample,8/17/2004,Mercury,Total,0.077,mg/Kg dry,Whole body,0.05,"Umpqua River at River Mile 6.6, north of The Point"
