OBJECTID,STATION,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,RIVER_MILE_LAKE,LAKE_LLID,LAKE_NAME,GIS_Source_LAKE,GIS_STREAMNAME,GIS_Source,EPA_BEACH_ID,BEACH_NAME
672,30505,Hug Point State Park Beach,45.828110000000002,-123.962490000000000,34.649999999999999,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR601061,Hug Point State Park Beach
673,35603,Kelly Creek at Foster Rd RM 1.0,45.467599999999997,-122.486600000000000,1.000000000000000,1224988454776,0.000000000000000,,,,Kelly Creek,,,
674,34535,Unnamed Wetland NW of Santosh Slough Mouth North of Unnamed Road Crossing,45.809750000000001,-122.832480000000000,0.270000000000000,1228360458141,0.000000000000000,,,,Teal Creek,100K,,
675,13308,Tillamook Bay at Hobsonville Point,45.546944000000003,-123.909167000000000,1.300000000000000,1239378455599,0.000000000000000,,,,Tillamook Bay,,,
676,29286,"Elk Creek 1.8 miles upstream of Elkton, OR",43.655836999999998,-123.561984000000000,1.850000000000000,1235674436327,0.000000000000000,,,,Elk Creek,100K,,
677,31407,Milton Creek,45.874220000000001,-122.894229999999990,7.800000000000000,1228116458383,0.000000000000000,,,,Milton Creek,,,
679,34450,Thompson Creek at E Devils Lake Road culvert ,44.989500000000000,-123.980600000000000,0.660000000000000,1239893449831,0.000000000000000,,,,Thompson Creek,100K,,
680,33614,Willamette River at Jefferson Street Boat Ramp in Milwaukie,45.441499999999998,-122.645500000000000,18.539999999999999,1227618456580,0.000000000000000,,,,Willamette River,100K,,
681,32094,Pope & Talbot Halsey Pulp Mill water intake,44.398499999999999,-123.196100000000000,4.180000000000000,1232090444350,0.000000000000000,,,,Lake Creek,100K,,
682,24174,"Cullaby Lake at Cullaby Lake State Park, dock near bathrooms",46.085099999999997,-123.907100000000000,0.670000000000000,1239077460945,0.000000000000000,1239008460801,Cullaby Lake,StreamNet,Cullaby Lake,100K,,
684,23822,South Fork Alsea River at River Mile 6.0,44.337626000000000,-123.550640000000000,5.400000000000000,1236036443765,0.000000000000000,,,,South Fork Alsea River,,,
685,34802,Spring at Mud Springs across from Prison,44.602220000000003,-121.054640000000010,17.390000000000001,1210626448018,0.000000000000000,,,,Mud Springs Creek,100K,,
686,11253,Spencer Creek at Hwy 101 (Beverley Beach),44.729139000000004,-124.053749999999990,0.300000000000000,1240595447290,0.000000000000000,,,,Spencer Creek,,OR899292,Beverly Beach
691,28851,Lenz Creek upstream of Stadleman-Whitney discharge ditch,45.627830000000003,-121.529439999999990,1.600000000000000,1215146456436,0.000000000000000,,,,Lenz Creek,DEQ,,
693,28350,"Conyers Creek at River Mile 0.2 (Clatskanie, Columbia)",46.098649999999999,-123.199620000000000,0.220000000000000,1231990461013,0.000000000000000,,,,Conyers Creek,100K,,
694,25127,Willamette River 500 feet upstream of Blue Heron Mill outfall (Left 1/4 channel),45.341650000000001,-122.642190000000000,27.899999999999999,1227618456580,0.000000000000000,,,,Willamette River,,,
695,12057,Meadow Creek Lower (Transect 1),45.260800000000003,-118.401700000000010,2.100000000000000,1183775452640,0.000000000000000,,,,Meadow Creek,,,
696,20713,Tillamook Bay,45.533889000000002,-123.934444000000000,2.000000000000000,1239378455599,0.000000000000000,,,,Tillamook Bay,,,
697,33783,Marks Creek below Longhollow Creek,44.468280000000000,-120.424400000000010,13.920000000000000,1205777443344,0.000000000000000,,,,Marks Creek,,,
698,29369,Nelscott Beach at 35th Street Creek,44.941339999999997,-124.024300000000000,109.000000000000000,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,OR271317,Nelscott Beach
699,29890,Oak Grove Fork Clackamas River,45.109161000000000,-121.757390000000000,18.500000000000000,1220532450744,0.000000000000000,,,,Oak Grove Fork Clackamas River,,,
700,23155,Indian Ford Creek between effluent irrigation area and wetlands,44.373657999999999,-121.640400000000000,10.500000000000000,1215242442914,0.000000000000000,,,,Indian Ford,,,
701,21875,Beaver Creek upstream of Maple Grove Road Crossing,45.037289000000001,-122.612797000000000,0.800000000000000,1226207450276,0.000000000000000,,,,Beaver Creek,,,
703,32472,Crooked River approximately 600 feet downstream of Prineville WWTP outfall,44.310490000000001,-120.871120000000000,46.390000000000001,1212676445778,0.000000000000000,,,,Crooked River,100K,,
705,33491,McNulty Creek,45.845728999999999,-122.831415000000010,1.280000000000000,1228186458358,0.000000000000000,,,,McNulty Creek,,,
706,29661,North Santiam River at FSR 2266 River Mile 79.92,44.523940000000003,-121.996210000000000,80.099999999999994,1230064446868,0.000000000000000,,,,North Santiam River,,,
707,23997,"OR2000-0015, Columbia River 15",45.845550000000003,-122.786220000000000,84.599999999999994,1240483462464,0.000000000000000,,,,Columbia River,,,
708,28425,Little River at Wiggo Lane ,43.254600000000003,-123.029270000000000,6.020000000000000,1231024432977,0.000000000000000,,,,Little River,100K,,
709,33792,Duncan Creek headwaters,44.343699999999998,-120.454400000000010,2.990000000000000,1204889443560,0.000000000000000,,,,Duncan Creek,,,
710,15541,Fletcher Drain (OWYDRN002),43.786110999999998,-117.145833000000000,0.360000000000000,1171410437824,0.000000000000000,,,,Unnamed Stream,24K,,
712,32118,Cow Creek,45.390300000000003,-122.572500000000010,0.020000000000000,1225733453897,0.000000000000000,,,,Cow Creek,100K,,
713,21790,Elkhorn Creek at River Mile 1.56,44.499656000000002,-123.979761000000000,2.200000000000000,1240123445101,0.000000000000000,,,,Elkhorn Creek,,,
715,31869,Milk Creek at Hwy 213,45.223199999999999,-122.580699999999990,6.060000000000000,1226638452398,0.000000000000000,,,,Milk Creek,100K,,
716,24346,Skipanon R US of Plyter Structure Dam (Carnahan),46.100540000000002,-123.914199999999990,5.400000000000000,1239211461664,0.000000000000000,,,,Skipanon River,,,
717,25185,South Umpqua River below Riddle at Riddle Bypass Road,43.973269999999999,-123.344680000000000,1.400000000000000,1233327439576,0.000000000000000,,,,South Umpqua River,,,
718,30380,South Fork Cable Creek,45.042450000000002,-118.750730000000000,1.400000000000000,1187492450619,0.000000000000000,,,,South Fork Cable Creek,,,
719,13469,Miami River at Stuart Creek Road,45.613889000000000,-123.860000000000000,7.300000000000000,1239230455475,0.000000000000000,,,,Miami River,,,
720,12264,Whitehorse Creek at Whitehorse Ranch Road,42.337611000000003,-118.234111000000000,9.400000000000000,1182100424520,0.000000000000000,,,,Whitehorse Creek,,,
721,25586,Eagle Point Storm Drain,42.476920000000000,-122.790090000000010,5.600000000000000,1228754424514,0.000000000000000,,,,Little Butte Creek,,,
722,31568,Columbia River at River Mile 6 near Clatsop Spit,46.224032000000001,-123.985999000000010,2.950000000000000,1240483462464,0.000000000000000,,,,Columbia River,100K,,
723,22978,Lenz Creek at Ehrck Hill Road,45.638888999999999,-121.518778000000000,0.500000000000000,1215146456436,0.000000000000000,,,,Lenz Creek,,,
724,32470,Crooked River downstream of Osborne Canyon at USGS gauge,44.427199999999999,-121.234370000000000,13.180000000000000,1212676445778,0.000000000000000,,,,Crooked River,100K,,
725,30263,"OR03-0049 Pacific Ocean, 3.6 nautical miles southwest of Umpqua river mouth",43.621161999999998,-124.264848000000000,214.150000000000010,1240637462558,0.000000000000000,,,,Pacific Ocean,,,
726,33606,Willamette River near mouth at Kelly Point Park,45.647060000000003,-122.767210000000010,0.800000000000000,1227618456580,0.000000000000000,,,,Willamette River,100K,,
728,12899,Myrtle Creek 200 feet upstream of Myrtle Creek STP outfall,43.021999999999998,-123.294056000000000,0.200000000000000,1232963430229,0.000000000000000,,,,North Myrtle Creek,,,
729,29330,Ona Beach at Southern Bluff,44.521329999999999,-124.077110000000000,145.880000000000000,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR314514,Ona Beach
730,33575,Myrtle Creek at north end of North Myrtle Park (South Umpqua),43.076200000000000,-123.194999999999990,7.930000000000000,1232963430229,0.000000000000000,,,,North Myrtle Creek,100K,,
731,23496,Walla Walla River at Tum-A-Lum Bridge on Birch Creek Road,45.976889000000000,-118.375249999999990,42.200000000000003,1189393460624,0.000000000000000,,,,Walla Walla River,,,
733,13300,Tillamook Bay at Middle Dolphin,45.508333000000000,-123.905000000000000,4.100000000000000,1239378455599,0.000000000000000,,,,Tillamook Bay,,,
735,30191,East Fork Evans Creek downstream of Spikenard (2.3 miles downstream of Mystery Creek),42.595432000000002,-122.973851000000000,3.200000000000000,1230144425934,0.000000000000000,,,,East Fork Evans Creek,,,
736,12808,Calapooya Creek at Fort McKay Road (Stephens),43.383417000000001,-123.392944000000000,6.900000000000000,1234686433656,0.000000000000000,,,,Calapooya Creek,,,
737,30475,Bandon S. Jetty,43.122010000000003,-124.428100000000000,254.599999999999990,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,OR446787,Bandon South Jetty County Park Beach
738,26061,Spencer Creek 100-00 bridge upstream of J.C. Boyle Reservoir,42.002499999999998,-121.026141999999990,2.100000000000000,1210674420391,0.000000000000000,,,,Spencer Creek,,,
739,33131,"Sheridan Reservoir Project, site 5 (above project in meadow)",45.217660000000002,-123.455150000000000,1.680000000000000,1234581451968,0.000000000000000,,,,Unnamed Stream,24K,,
740,28368,"Jackson Creek at mouth (Applegate, Rogue)",42.352080000000001,-123.402680000000000,0.060000000000000,1234025423526,0.000000000000000,,,,Jackson Creek,100K,,
741,29619,West Fork Mary's River at Hoshins Road,44.658329999999999,-123.562330000000000,0.100000000000000,1235615446570,0.000000000000000,,,,West Fork Marys River,,,
742,30575,Middle Fork Coquille River at River Mile 3,43.024948999999999,-124.082339000000000,3.000000000000000,1241173430339,0.000000000000000,,,,Middle Fork Coquille River,,,
743,29235,Canal at S4619,42.137760000000000,-121.815389999999990,0.230000000000000,1218115421406,0.000000000000000,,,,Unnamed Stream,24K,,
744,33884,DELT2,44.097349999999999,-123.105300000000000,176.919999999999990,1227618456580,0.000000000000000,,,,Willamette River,100K,,
745,23021,Grande Ronde River at Elgin WWTP ZID 15 feet downstream of outfall,45.577556000000001,-117.913360999999990,96.700000000000003,1169845460718,0.000000000000000,,,,Grande Ronde River,,,
746,21882,Eighth Creek at Hwy 19 information sign,43.835053000000002,-122.393586000000000,0.400000000000000,1224014438332,0.000000000000000,,,,Eighth Creek,,,
748,31877,Pudding River at Saratoga Road,45.063099999999999,-122.828700000000000,39.009999999999998,1227161452842,0.000000000000000,,,,Pudding River,100K,,
751,11505,Salt Creek at Whiteson,45.152721999999997,-123.199583000000000,1.600000000000000,1232202451614,0.000000000000000,,,,Salt Creek,,,
752,21833,Mohawk River at River Mile 22.13,44.258794000000002,-122.736605999999990,21.300000000000001,1229753440859,0.000000000000000,,,,Mohawk River,,,
753,32161,"Columbia River at River Mile 7.5, 1.3 nautical miles southwest of Chinook Point",46.232249000000003,-123.935303000000000,6.010000000000000,1240483462464,0.000000000000000,,,,Columbia River,100K,,
754,11754,South Fork Coquille River at River Mile 0.4,43.075277999999997,-124.144443999999990,0.400000000000000,1241417430803,0.000000000000000,,,,South Fork Coquille River,,,
755,13377,Coos Bay at Marker #12,43.382778000000002,-124.289722000000000,3.500000000000000,1243397433543,0.000000000000000,,,,Coos Bay,,,
756,25626,Coyote Creek at Powell Road,43.925030000000000,-123.271260000000000,17.800000000000001,1232820440749,0.000000000000000,,,,Coyote Creek,,,
757,10821,Willamette River at St. John's Bridge,45.584721999999999,-122.763889000000010,6.000000000000000,1227618456580,0.000000000000000,,,,Willamette River,,,
758,29756,Cullaby Lake outlet,46.094200000000001,-123.906800000000000,0.040000000000000,1239077460945,0.000000000000000,1239008460801,Cullaby Lake,StreamNet,Cullaby Lake,100K,,
759,32461,John Day River side channel,44.738700000000001,-120.282400000000000,134.280000000000000,1206499457318,0.000000000000000,,,,John Day River,100K,,
760,35905,Columbia River at Klindt Point in The Dalles Transect Center Channel,45.628950000000003,-121.194820000000010,184.099999999999990,1240483462464,0.000000000000000,,,,Columbia River,,,
763,13645,Netarts Bay at Bunnel Oyster Plot Station #7,45.407221999999997,-123.935556000000010,1.900000000000000,1239524454337,0.000000000000000,,,,Netarts Bay,,,
764,35488,Deer Creek at Old Hwy 101 (Lower Salmon R),45.026899999999998,-123.944200000000000,0.000000000000000,1239501450237,0.000000000000000,,,,Deer Creek,,,
765,24073,"Prairie Creek off Hwy 350 east of Joseph, OR",45.343100000000000,-117.168229999999990,11.600000000000000,1172966454199,0.000000000000000,,,,Prairie Creek,,,
766,20830,Gales Creek at Hwy 6 Milepost 36.95 (River Mile 20.5),45.650556000000002,-123.313861000000000,20.600000000000001,1231025454915,0.000000000000000,,,,Gales Creek,,,
767,21517,Prairie Creek upstream of Enterprise - Road Crossing upstream of Hwy 82,45.433610999999999,-117.198333000000010,1.600000000000000,1172198454178,0.000000000000000,,,,Prairie Creek,,,
768,24173,"Duplicate station, data can be found under station 13904.",46.095080000000003,-123.905660000000000,0.000000000000000,1239077460945,0.000000000000000,1239008460801,Cullaby Lake,StreamNet,Cullaby Lake,100K,,
769,13107,Cooper Creek at mouth,43.378138999999997,-123.320528000000000,0.100000000000000,1233218433779,0.000000000000000,,,,Cooper Creek,,,
770,32878,Neskowin Creek 75 meters upstream of Neskowin WWTP discharge pipe,45.096159999999998,-123.978420000000000,0.600000000000000,1239871451000,0.000000000000000,,,,Neskowin Creek,100K,,
771,34850,Amazon Creek at RM 5.82,44.157600000000002,-123.239630000000010,5.770000000000000,1232651442279,0.000000000000000,,,,Amazon Creek,100K,,
772,11372,Evans Creek at mouth (Rogue River),42.433638999999999,-123.174111000000000,0.100000000000000,1231755424330,0.000000000000000,,,,Evans Creek,,,
773,30605,"Ona Beach, seep, beach",44.514760000000003,-124.079790000000000,146.349999999999990,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR314514,Ona Beach
775,29254,Fogarty CR Beach 0.1 km N of path,44.839849999999998,-124.052380000000000,116.440000000000000,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,OR673620,Fogarty Creek Beach
777,13710,Umpqua River at West Jetty Triangle,43.666944000000001,-124.210278000000000,0.000000000000000,1242038436694,0.000000000000000,,,,Umpqua River,,,
778,33112,Yaquina Mainstem at Nashville Road Hwy 180 downstream of confluence with Trout Creek,44.655900000000003,-123.754499999999990,38.820000000000000,1240830446097,0.000000000000000,,,,Yaquina River,100K,,
779,11054,Mary's River at Avery Park Bridge (Corvallis),44.556055999999998,-123.272944000000000,0.700000000000000,1232609445565,0.000000000000000,,,,Marys River,,,
780,30421,Canyon Creek,44.256920000000001,-118.729870000000010,26.600000000000001,1189595444224,0.000000000000000,,,,Canyon Creek,,,
781,11188,Oak Creek at Hwy 99E (Albany),44.603555999999998,-123.112306000000000,1.500000000000000,1231279446141,0.000000000000000,,,,Oak Creek,,,
782,25309,South Fork Coquille River,42.760596999999997,-123.983830000000000,51.899999999999999,1241417430803,0.000000000000000,,,,South Fork Coquille River,,,
783,13395,South Slough 50 yards west of Joe Ney Slough,43.333972000000003,-124.319610999999990,0.200000000000000,1243226433328,0.000000000000000,,,,Joe Ney Slough,,,
784,33968,Luckiamute River at Kings Valley Hwy (Willamette),44.702219999999997,-123.431940000000000,34.850000000000001,1231480447559,0.000000000000000,,,,Luckiamute River,100K,,
787,29688,Mill Creek at Marion Road,44.834899999999998,-122.938000000000000,12.000000000000000,1230393449519,0.000000000000000,,,,Mill Creek,,,
789,22987,Umatilla River 100 feet downstream of McKay Creek mouth,45.668638999999999,-118.839861000000000,0.100000000000000,1188411456684,0.000000000000000,,,,McKay Creek,,,
790,31910,Couse Creek downstream of Konen Rock Products,45.887740000000001,-118.369040000000000,1.650000000000000,1183707459103,0.000000000000000,,,,Couse Creek,100K,,
791,35726,MCDONALD CR AT RM 1.3,42.102100000000000,-122.795000000000000,0.040000000000000,1228180421084,0.000000000000000,,,,McDonald Creek,,,
792,35727,ELK CR AT RM 4.3,42.890200000000000,-122.917000000000000,4.270000000000000,1229515429270,0.000000000000000,,,,Elk Creek,,,
793,35728,LOGAN CR AT RM 0.1,43.956800000000001,-122.477999999999990,0.020000000000000,1224808439569,0.000000000000000,,,,Logan Creek,,,
794,35729,HUMBUG CR E AT RM 1.4,44.795400000000001,-122.059000000000000,0.050000000000000,1220720447785,0.000000000000000,,,,East Humbug Creek,,,
795,35730,COLLAWASH R HOT SPRINGS FK,44.976399999999998,-122.089000000000000,1.650000000000000,1220653449851,0.000000000000000,,,,Hot Springs Fk Collawash River,,,
796,35731,STILL CR AT RM 12.2,45.287900000000000,-121.736000000000000,0.170000000000000,1219151453322,0.000000000000000,,,,Still Creek,,,
797,35732,FISHER CR AT RM 2.1,43.856650000000002,-122.127619999999990,2.220000000000000,1221620438722,0.000000000000000,,,,Fisher Creek,,,
798,35733,WILLAMETTE R NF OF MF AT RM 34.0,43.875300000000003,-122.071910000000000,34.500000000000000,1225253437588,0.000000000000000,,,,N Fk Middle Fk Willamette R,,,
799,35734,KING CR AT RM 1.4,44.152999999999999,-122.170710000000000,1.030000000000000,1221747441702,0.000000000000000,,,,King Creek,,,
800,35735,EGG CR AT RM 0.09,44.518419999999999,-122.212950000000010,0.090000000000000,1222153445177,0.000000000000000,,,,Egg Creek,,,
801,35736,SANTIAM R MIDDLE AT RM 26.0,44.517350000000000,-122.211990000000000,26.309999999999999,1226337444166,0.000000000000000,,,,Middle Santiam River,,,
802,35737,SWAMP CR AT RM 0.1,44.519140000000000,-122.190200000000000,0.060000000000000,1221918445188,0.000000000000000,,,,Swamp Creek,,,
803,35738,SALMON R SF AT RM 0.2,45.269620000000003,-121.939539999999990,0.210000000000000,1219382452722,0.000000000000000,,,,South Fork Salmon River,,,
804,35739,SALMON R AT RM 10.8,45.273370000000000,-121.937500000000000,10.789999999999999,1220304453766,0.000000000000000,,,,Salmon River,,,
805,35740,FIDDLE CR AT RM 10.5,43.885550000000002,-123.935329999999990,0.050000000000000,1240833438589,0.000000000000000,,,,Fiddle Creek,,,
806,35741,SALMONBERRY R AT RM 0.5,45.747650000000000,-123.646790000000000,0.450000000000000,1236543457505,0.000000000000000,,,,Salmonberry River,,,
807,35742,NESKOWIN CR AT RM 6.3,45.058100000000003,-123.891240000000000,6.610000000000000,1239871451000,0.000000000000000,,,,Neskowin Creek,,,
808,35743,DEER CR AT RM 0.8,45.036310000000000,-122.920920000000000,0.860000000000000,1229124450429,0.000000000000000,,,,Lake Labish Ditch,,,
809,35744,FOLEY CR AT RM 6.0,45.639499999999998,-123.883660000000010,0.050000000000000,1238473456979,0.000000000000000,,,,Foley Creek,,,
810,35745,CUMMINS CR AT RM 0.4,44.266430000000000,-124.102030000000000,0.410000000000000,1241087442658,0.000000000000000,,,,Cummins Creek,,,
811,35746,HAWLEY CR (RM 4.1) TRIB AT RM 0.1,43.870649999999998,-123.176300000000000,0.040000000000000,1231757438713,0.000000000000000,,,,Unnamed Stream,24K,,
812,35747,BACHELOR CR AT RM 2.6,43.480710000000002,-123.233310000000000,0.050000000000000,1232417434496,0.000000000000000,,,,Bachelor Creek,,,
813,35748,CHROME CR (RM 0.8) TRIB AT RM 0.1,42.053010000000000,-123.971300000000000,0.130000000000000,1239732420515,0.000000000000000,,,,Unnamed Stream,,,
814,35749,SMITH R NF AT RM 7.5,42.042400000000001,-123.982000000000000,19.239999999999998,1239681418479,0.000000000000000,,,,North Fork Smith River,24K,,
815,35750,SQUIRREL CAMP CR AT RM 2.5,42.585389999999997,-123.903690000000000,2.550000000000000,1239063426180,0.000000000000000,,,,Squirrel Camp Creek,,,
816,35751,TODD CR AT RM 0.2,42.471310000000003,-123.785450000000000,0.200000000000000,1237894424725,0.000000000000000,,,,Todd Creek,,,
817,35752,HORSE SIGN CR AT RM 4.3,42.442329999999998,-124.065680000000000,0.030000000000000,1240328424937,0.000000000000000,,,,Horse Sign Creek,,,
818,35753,BITTER LICK CR AT RM 2.2,42.827199999999998,-122.646620000000000,0.030000000000000,1226399427969,0.000000000000000,,,,Bitter Lick Creek,,,
819,35754,SUGARPINE CR AT RM 3.7,42.821710000000003,-122.674160000000000,0.020000000000000,1226694427750,0.000000000000000,,,,Sugarpine Creek,,,
820,35755,CLEARWATER R AT RM 11.3,43.244549999999997,-122.229980000000000,11.390000000000001,1224199432641,0.000000000000000,,,,Clearwater River,,,
821,35756,ELK CR EF AT RM 1.7,42.815989999999999,-122.823060000000000,1.820000000000000,1228474428311,0.000000000000000,,,,East Fork Elk Creek,,,
822,35757,SQUAW CR AT RM 3.3,42.945210000000003,-122.654790000000010,3.370000000000000,1227013429688,0.000000000000000,,,,Squaw Creek,,,
823,31952,Necarney CR 30 meters US of mouth,45.759599999999999,-123.963700000000000,0.020000000000000,1239644457596,0.000000000000000,,,,Necarney Creek,100K,OR770138,Short Sand Beach
824,10360,Clackamas River at Hwy 99E (Gladstone),45.373528000000000,-122.600222000000000,0.400000000000000,1226050453723,0.000000000000000,,,,Clackamas River,,,
825,29244,"Nye Beach, 0.1 km west of stairs at Hallmark Resort",44.630789999999998,-124.067560000000000,136.590000000000000,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR578688,Nye Beach
826,26636,Little Butte CR N FK at HWY 140 (Upper Rogue),42.425919999999998,-122.588840000000000,1.710000000000000,1226154424196,0.000000000000000,,,,North Fork Little Butte Creek,100K,,
827,34794,Big Elk Creek at Bridge 0.9 miles above Jackass Creek (Yaquina),44.554400000000001,-123.764900000000000,15.100000000000000,1238753446217,0.000000000000000,,,,Elk Creek,,,
828,12567,Little Deschutes River at State Park Road,43.770499999999998,-121.476100000000000,13.500000000000000,1214536438546,0.000000000000000,,,,Little Deschutes River,,,
829,29879,Shady Creek,43.619853999999997,-122.188974000000000,1.400000000000000,1221961436375,0.000000000000000,,,,Shady Creek,,,
830,34826,Willow Creek Spring 2,44.671900000000001,-121.223400000000000,0.960000000000000,1208087445078,0.000000000000000,,,,Willow Creek,100K,,
832,31886,Elk Creek at River Mile 37.5,43.594495000000002,-123.188354000000000,37.079999999999998,1235674436327,0.000000000000000,,,,Elk Creek,100K,,
833,23845,"Star Gulch tributary at River Mile 0.39 (Applegate, Rogue)",42.174591999999997,-123.119320000000000,0.300000000000000,1231241421719,0.000000000000000,,,,1918 Gulch,,,
835,13386,Isthmus Slough at Marker #43,43.364167000000002,-124.208889000000000,1.500000000000000,1241999433841,0.000000000000000,,,,Isthmus Slough,,,
836,21807,Necanicum R at LLID RM 10.0,45.912013999999999,-123.883500000000000,10.000000000000000,1239277460111,0.000000000000000,,,,Necanicum River,,,
837,12868,A-3 Channel downstream of Bertelsen Road (end of industrial park),44.055556000000003,-123.168611000000000,1.870000000000000,1231973440631,0.000000000000000,,,,Amazon Diversion Canal,24K,,
838,30180,"Drain 1C at Hwy 39, upstream of Lost River",42.140510999999996,-121.695417000000010,0.790000000000000,1216885421327,0.000000000000000,,,,Number One Drain,24K,,
839,31717,"Columbia River at Columbia City, OR, left bank",45.907899999999998,-122.813000000000000,79.890000000000001,1240483462464,0.000000000000000,,,,Columbia River,100K,,
840,28491,Salt Creek at River Mile 1.5,45.143329999999999,-123.206670000000000,2.500000000000000,1232202451614,0.000000000000000,,,,Salt Creek,,,
841,26001,"Muddy Creek, Finley National Wildlife Refuge",44.422241000000000,-123.317839000000010,17.800000000000001,1233020445206,0.000000000000000,,,,Muddy Creek,,,
842,34093,Sandy River above Marmot Dam river mile 30.1,45.399729999999998,-122.131190000000000,29.829999999999998,1224071455697,0.000000000000000,,,,Sandy River,100K,,
843,33140,Miami River at road mile 0.5,45.566642999999999,-123.879463000000000,2.760000000000000,1239230455475,0.000000000000000,,,,Miami River,100K,,
844,23865,Long Tom River tributary at River Mile 0.25 (Willamette),44.197870999999999,-123.468386000000000,56.000000000000000,1232400443847,0.000000000000000,,,,Long Tom River,,,
845,31368,Lewis and Clark River,45.978020000000001,-123.779670000000000,0.700000000000000,1237837459866,0.000000000000000,,,,Unnamed Stream,,,
846,25786,Crooked Creek Fish Hatchery at Secondary Ponds,42.647758000000003,-121.944703000000000,5.700000000000000,1219457425985,0.000000000000000,,,,Crooked Creek,,,
847,21873,Peat Creek 0.2 miles on FSR 170,44.967588999999997,-122.038342000000000,0.400000000000000,1220441449648,0.000000000000000,,,,Peat Creek,,,
849,33924,"Soap Creek at Sulpher Springs Road near Sulphur Springs (Luckiamute, Willamette)",44.643200000000000,-123.322800000000000,15.369999999999999,1231630447305,0.000000000000000,,,,Soap Creek,100K,,
850,10661,Long Tom River at Elmira,44.060443999999997,-123.355056000000000,33.200000000000003,1232400443847,0.000000000000000,,,,Long Tom River,,,
851,24014,"OR2000-0032, Columbia River 32",46.259200000000000,-124.021330000000010,1.400000000000000,1240483462464,0.000000000000000,,,,Columbia River,,,
853,34073,Wildcat Creek near mouth at Highway 26 bridge,45.376260000000002,-122.082980000000010,0.360000000000000,1220890453783,0.000000000000000,,,,Wildcat Creek,100K,,
854,25417,"Cable Creek, North Fork",45.051240000000000,-118.664910000000010,5.500000000000000,1187587450825,0.000000000000000,,,,North Fork Cable Creek,,,
855,28726,Cascade Canal at Hwy 140,42.395699999999998,-122.283300000000000,1.900000000000000,1223125423877,0.000000000000000,,,,Cascade Canal,,,
856,11414,Trout Creek at mouth,45.570639000000000,-121.619556000000000,0.100000000000000,1216207455707,0.000000000000000,,,,Trout Creek,,,
858,30349,Clatskanie River,45.901660000000000,-123.006609999999990,23.699999999999999,1232215461207,0.000000000000000,,,,Clatskanie River,,,
860,25617,Amazon Creek Diversion Channel at Fir Butte Road,44.080329999999996,-123.234690000000000,3.870000000000000,1233006441081,0.000000000000000,,,,Amazon Creek Diversion Channel,24K,,
862,11614,Bear Creek at Dead Indian Road (Ashland),42.193083000000001,-122.651360999999990,27.300000000000001,1229691424326,0.000000000000000,,,,Bear Creek,,,
863,11849,Salmonberry River at mouth,45.750360999999998,-123.651777999999990,0.100000000000000,1236543457505,0.000000000000000,,,,Salmonberry River,,,
864,34728,Nye Beach at war memorial west of Olive Street,44.636499999999998,-124.064600000000000,136.160000000000000,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR578688,Nye Beach
866,30933,"Sunset Bay, seep creek",43.334119999999999,-124.371790000000000,236.460000000000010,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR110179,Sunset Bay State Park Beach
867,29310,"Mill Beach at south side of Seastack Creek, Brookings",42.048630000000003,-124.291220000000000,350.759999999999990,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,OR953303,Mill Beach
868,35261,Colulmbia River Mid Channel at Marker 34 above Spring Creek Fish Hatchery,45.722999999999999,-121.544900000000000,163.870000000000000,1240483462464,0.000000000000000,,,,Columbia River,,,
869,26605,"Powder River at River Mile 97.4 (Snake), downstream of Coffey Lane bridge, Haines",44.911020000000001,-117.926630000000000,98.799999999999997,1170508447455,0.000000000000000,,,,Powder River,,,
870,20705,Coos River,43.369999999999997,-124.147499999999990,3.800000000000000,1241999433842,0.000000000000000,,,,Coos River,,,
871,25033,"Pony Slough, downstream of Pony Dam (Coos Bay)",43.380488999999997,-124.239925000000000,2.100000000000000,1242319434076,0.000000000000000,,,,Pony Creek,,,
872,25182,South Umpqua River Brockway Road Bridge,43.097839999999998,-123.429610000000000,26.699999999999999,1234460432680,0.000000000000000,,,,South Umpqua River,,,
873,26805,South Fork McKenzie River,43.959828999999999,-122.056821000000000,24.100000000000001,1222958441593,0.000000000000000,,,,South Fork McKenzie River,,,
874,35478,"Anderson Creek Near Mouth At Drift Creek Rd (Drift Cr, Siletz Bay)",44.923400000000001,-123.981900000000000,0.400000000000000,1239893449224,0.000000000000000,,,,Anderson Creek,,,
875,11597,Klamath River at Miller Island Boat Ramp,42.147221999999999,-121.847611000000000,241.680000000000010,1221913420005,0.000000000000000,,,,Klamath River,,,
876,34173,Phelps Creek between Country Club Road and I-84 (Columbia),45.709000000000003,-121.556500000000000,1.090000000000000,1215645457166,0.000000000000000,,,,Phelps Creek,100K,,
