"site_only","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","LatChar","LonChar"
"NARSTEST-FW08OR071","NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR071","Willamette River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""Urban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""7th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/2/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""28623.298"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for descript",17090012,NA,"",NA,"","45.553559999999997","-122.70578999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"051",NA,NA,NA,NA,NA,NA,NA,NA,"45.55356","-122.70579"
"NARSTEST-FW08OR074","NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR074","Deschutes River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""4th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/24/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""665.474"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 for description of f",17070301,NA,"",NA,"","43.687539999999998","-121.68600000000001",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,"43.68754","-121.686"
"NLA06608-0049","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0049","Clear Creek Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-15"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17050201000974"";COM_ID=""24197086"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1650430.89658"";ALBERS_Y=""103",17050201,NA,"",NA,"","45.0623267","-117.1533553",NA,"","","GPS-Unspecified","WGS84","2107.0","m              ",NA,"","Other","NGVD29      ","US",41,"001",NA,NA,NA,NA,NA,NA,NA,NA,"45.0623267","-117.1533553"
"NLA06608-0290","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0290","Junipers Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-11"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""18020001001183"";COM_ID=""7914911"";STATUS_VER=""Target_Sampled"";NHDNAME=""Junipers Reservoir"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";REPEAT=""YES"";SITE_TYPE=""PROB_Lake"";TNT=""Target",18020001,NA,"",NA,"","42.195651499999997","-120.52568580000001",NA,"","","GPS-Unspecified","WGS84","1485.0","m              ",NA,"","Other","NGVD29      ","US",41,"037",NA,NA,NA,NA,NA,NA,NA,NA,"42.1956515","-120.5256858"
"NLA06608-0306","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0306","Moon Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-16"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120004"";COM_ID=""24023037"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1868056.63898"";ALBERS_Y=""893870.32",17120004,NA,"",NA,"","43.4178827","-119.4133477",NA,"","","GPS-Unspecified","WGS84","1268.0","m              ",NA,"","Other","NGVD29      ","US",41,"025",NA,NA,NA,NA,NA,NA,NA,NA,"43.4178827","-119.4133477"
"NLA06608-0402","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0402","Powers Pond","Lake","VISIT_NO=""1"";DATE_COL=""2007-06-26"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100305"";COM_ID=""23918169"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";REPEAT=""YES"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2247455.21693"";ALBERS",17100305,NA,"",NA,"","42.889748900000001","-124.0780934",NA,"","","GPS-Unspecified","WGS84","85.0","m              ",NA,"","Other","NGVD29      ","US",41,"011",NA,NA,NA,NA,NA,NA,NA,NA,"42.8897489","-124.0780934"
"NLA06608-0406","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0406","Clear Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-21"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070306002028"";COM_ID=""23727371"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1994097.20043"";ALBERS_Y=""113",17070306,NA,"",NA,"","45.180381199999999","-121.70443040000001",NA,"","","GPS-Unspecified","WGS84","1072.0","m              ",NA,"","Other","NGVD29      ","US",41,"065",NA,NA,NA,NA,NA,NA,NA,NA,"45.1803812","-121.7044304"
"NLA06608-0614","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0614","Cooper Creek Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-06-27"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100301"";COM_ID=""23898212"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2169024.39268"";ALBERS_Y=""971542.38",17100301,NA,"",NA,"","43.3786445","-123.2686178",NA,"","","GPS-Unspecified","WGS84","207.0","m              ",NA,"","Other","NGVD29      ","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,"43.3786445","-123.2686178"
"NLA06608-0625","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0625","Van Patten Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-09-19"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17050203001856"";COM_ID=""24215401"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1732346.48344"";ALBERS_Y=""103",17050203,NA,"",NA,"","44.954293800000002","-118.185992",NA,"","","GPS-Unspecified","WGS84","2257.0","m              ",NA,"","Other","NGVD29      ","US",41,"001",NA,NA,NA,NA,NA,NA,NA,NA,"44.9542938","-118.185992"
"NLA06608-0658","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0658","Clear Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-26"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100206000579"";COM_ID=""23891818"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2210710.48641"";ALBERS_Y=""105",17100206,NA,"",NA,"","44.023835099999999","-124.0796101",NA,"","","GPS-Unspecified","WGS84","30.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"44.0238351","-124.0796101"
"NLA06608-0677","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0677","Mann Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-17"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120009001467"";COM_ID=""24079123"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1809285.4227"";ALBERS_Y=""8051",17120009,NA,"",NA,"","42.7723941","-118.446839",NA,"","","GPS-Unspecified","WGS84","1272.0","m              ",NA,"","Other","NGVD29      ","US",41,"025",NA,NA,NA,NA,NA,NA,NA,NA,"42.7723941","-118.446839"
"NLA06608-0678","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0678","Hosmer Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-07"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000863"";COM_ID=""23703965"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2036169.06052"";ALBERS_Y=""100",17070301,NA,"",NA,"","43.963587099999998","-121.78048250000001",NA,"","","GPS-Unspecified","WGS84","1514.0","m              ",NA,"","Other","NGVD29      ","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,"43.9635871","-121.7804825"
"NLA06608-0870","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0870","Smith Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-09"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090004"";COM_ID=""23777335"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2045989.43186"";ALBERS_Y=""1044985.3",17090004,NA,"",NA,"","44.316686400000002","-122.04637750000001",NA,"","","GPS-Unspecified","WGS84","795.0","m              ",NA,"","Other","NGVD29      ","US",41,"043",NA,NA,NA,NA,NA,NA,NA,NA,"44.3166864","-122.0463775"
"NLA06608-0881","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0881","Phillips Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-30"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17050203"";COM_ID=""24215523"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1728598.01607"";ALBERS_Y=""1004748.2",17050203,NA,"",NA,"","44.680298700000002","-118.0456408",NA,"","","GPS-Unspecified","WGS84","1241.0","m              ",NA,"","Other","NGVD29      ","US",41,"001",NA,NA,NA,NA,NA,NA,NA,NA,"44.6802987","-118.0456408"
"NLA06608-0933","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0933","Beulah Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-31"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17050116"";COM_ID=""23422703"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1756040.46617"";ALBERS_Y=""925043.40",17050116,NA,"",NA,"","43.9276275","-118.1504274",NA,"","","GPS-Unspecified","WGS84","1019.0","m              ",NA,"","Other","NGVD29      ","US",41,"045",NA,NA,NA,NA,NA,NA,NA,NA,"43.9276275","-118.1504274"
"NLA06608-0934","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-0934","Waldo Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-28"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090001001082"";COM_ID=""23756298"";STATUS_VER=""Target_Sampled"";NHDNAME=""Waldo Lake"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2062883",17090001,NA,"",NA,"","43.736127199999999","-122.0382458",NA,"","","GPS-Unspecified","WGS84","1651.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"43.7361272","-122.0382458"
"NLA06608-1058","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1058","Lake of the Woods","Lake","VISIT_NO=""1"";DATE_COL=""2007-09-05"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""18010203000439"";COM_ID=""24093804"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2118184.92222"";ALBERS_Y=""838",18010203,NA,"",NA,"","42.364915600000003","-122.2142097",NA,"","","GPS-Unspecified","WGS84","1510.0","m              ",NA,"","Other","NGVD29      ","US",41,"035",NA,NA,NA,NA,NA,NA,NA,NA,"42.3649156","-122.2142097"
"NLA06608-1073","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1073","Ice Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-13"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17060105000762"";COM_ID=""23440159"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1655436.96606"";ALBERS_Y=""105",17060105,NA,"",NA,"","45.229363800000002","-117.27237030000001",NA,"","","GPS-Unspecified","WGS84","2393.0","m              ",NA,"","Other","NGVD29      ","US",41,"063",NA,NA,NA,NA,NA,NA,NA,NA,"45.2293638","-117.2723703"
"NLA06608-1190","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1190","Fern Ridge Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-06-25"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090003"";COM_ID=""23769069"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2149035.18161"";ALBERS_Y=""1048155.1",17090003,NA,"",NA,"","44.087940699999997","-123.3000758",NA,"","","GPS-Unspecified","WGS84","115.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"44.0879407","-123.3000758"
"NLA06608-1266","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1266","Lucky Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-12"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120007"";COM_ID=""24052733"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1949926.25293"";ALBERS_Y=""765059.17",17120007,NA,"",NA,"","42.119981799999998","-119.9976109",NA,"","","GPS-Unspecified","WGS84","1752.0","m              ",NA,"","Other","NGVD29      ","US",41,"037",NA,NA,NA,NA,NA,NA,NA,NA,"42.1199818","-119.9976109"
"NLA06608-1426","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1426","Horsfall Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-23"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100304000698"";COM_ID=""23912459"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2242102.0838"";ALBERS_Y=""1002",17100304,NA,"",NA,"","43.452204799999997","-124.2460047",NA,"","","GPS-Unspecified","WGS84","7.0","m              ",NA,"","Other","NGVD29      ","US",41,"011",NA,NA,NA,NA,NA,NA,NA,NA,"43.4522048","-124.2460047"
"NLA06608-1445","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1445","Baca Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-18"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120003000624"";COM_ID=""24016243"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1837445.79573"";ALBERS_Y=""828",17120003,NA,"",NA,"","42.9183539","-118.8521689",NA,"","","GPS-Unspecified","WGS84","1267.0","m              ",NA,"","Other","NGVD29      ","US",41,"025",NA,NA,NA,NA,NA,NA,NA,NA,"42.9183539","-118.8521689"
"NLA06608-1446","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1446","Torrey Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-29"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090001001071"";COM_ID=""23756252"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2059468.75243"";ALBERS_Y=""988",17090001,NA,"",NA,"","43.796301999999997","-122.0175362",NA,"","","GPS-Unspecified","WGS84","1612.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"43.796302","-122.0175362"
"NLA06608-1638","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1638","Big Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-06"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090004001067"";COM_ID=""23777303"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2031074.65342"";ALBERS_Y=""104",17090004,NA,"",NA,"","44.371781400000003","-121.87320889999999",NA,"","","GPS-Unspecified","WGS84","1416.0","m              ",NA,"","Other","NGVD29      ","US",41,"043",NA,NA,NA,NA,NA,NA,NA,NA,"44.3717814","-121.8732089"
"NLA06608-1894","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1894","Sparks Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-08"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000857"";COM_ID=""23703939"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2031601.58962"";ALBERS_Y=""100",17070301,NA,"",NA,"","44.026654499999999","-121.74562520000001",NA,"","","GPS-Unspecified","WGS84","1655.0","m              ",NA,"","Other","NGVD29      ","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,"44.0266545","-121.7456252"
"NLA06608-1958","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-1958","Hills Creek Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-27"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17090001001096"";COM_ID=""23756364"";STATUS_VER=""Target_Sampled"";NHDNAME=""Hills Creek Reservoir"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_",17090001,NA,"",NA,"","43.662976299999997","-122.4216059",NA,"","","GPS-Unspecified","WGS84","471.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"43.6629763","-122.4216059"
"NLA06608-2082","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-2082","Emigrant Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-09-04"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100308"";COM_ID=""23934034"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2155206.89606"";ALBERS_Y=""824677.96",17100308,NA,"",NA,"","42.151395999999998","-122.6008217",NA,"","","GPS-Unspecified","WGS84","684.0","m              ",NA,"","Other","NGVD29      ","US",41,"029",NA,NA,NA,NA,NA,NA,NA,NA,"42.151396","-122.6008217"
"NLA06608-2438","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-2438","Piute Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-09-11"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120008002810"";COM_ID=""24068491"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1916837.12771"";ALBERS_Y=""750",17120008,NA,"",NA,"","42.066805100000003","-119.5634013",NA,"","","GPS-Unspecified","WGS84","1636.0","m              ",NA,"","Other","NGVD29      ","US",41,"037",NA,NA,NA,NA,NA,NA,NA,NA,"42.0668051","-119.5634013"
"NLA06608-2450","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-2450","Lake Edna","Lake","VISIT_NO=""1"";DATE_COL=""2007-07-24"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17100304000653"";COM_ID=""23912359"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2231091.97127"";ALBERS_Y=""101",17100304,NA,"",NA,"","43.631643699999998","-124.1790441",NA,"","","GPS-Unspecified","WGS84","68.0","m              ",NA,"","Other","NGVD29      ","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,"43.6316437","-124.1790441"
"NLA06608-2481","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-2481","Officers Reservoir","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-01"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070201"";COM_ID=""23828651"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1850929.62414"";ALBERS_Y=""955228.96",17070201,NA,"",NA,"","43.988628400000003","-119.39276220000001",NA,"","","GPS-Unspecified","WGS84","1391.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"43.9886284","-119.3927622"
"NLA06608-2673","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-2673","Strawberry Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-09-18"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070201001696"";COM_ID=""23828631"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-1787635.07914"";ALBERS_Y=""976",17070201,NA,"",NA,"","44.306581700000002","-118.6850367",NA,"","","GPS-Unspecified","WGS84","1915.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"44.3065817","-118.6850367"
"NLA06608-2726","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-2726","South Twin Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-09-12"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000912"";COM_ID=""23704163"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""PROB_Lake"";TNT=""Target"";ALBERS_X=""-2042558.21224"";ALBERS_Y=""974",17070301,NA,"",NA,"","43.713786800000001","-121.7665432",NA,"","","GPS-Unspecified","WGS84","1321.0","m              ",NA,"","Other","NGVD29      ","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,"43.7137868","-121.7665432"
"NLA06608-R10CHARLT","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-R10CHARLT","Chartlton Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-08"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000906"";COM_ID=""23704139"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-2057516.68888"";ALBERS_Y=""9819",17070301,NA,"",NA,"","43.744700000000002","-121.97210800000001",NA,"","","GPS-Unspecified","WGS84","1736.0","m              ",NA,"","Other","NGVD29      ","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,"43.7447","-121.972108"
"NLA06608-R10DEERLA","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-R10DEERLA","Deer Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-09"";WSA_ECO3=""WMTNS"";WSA_ECO9=""WMT"";REACHCODE=""17070301000892"";COM_ID=""23704083"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-2049215.17717"";ALBERS_Y=""9882",17070301,NA,"",NA,"","43.819274999999998","-121.893625",NA,"","","GPS-Unspecified","WGS84","1493.0","m              ",NA,"","Other","NGVD29      ","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,"43.819275","-121.893625"
"NLA06608-R10FISHLA","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-NLA06608-R10FISHLA","Fish Lake","Lake","VISIT_NO=""1"";DATE_COL=""2007-08-12"";WSA_ECO3=""WMTNS"";WSA_ECO9=""XER"";REACHCODE=""17120003000620"";COM_ID=""24016285"";STATUS_VER=""Target_Sampled"";SAMPLED=""YES"";LAKE_SAMP=""Target_Sampled"";SITE_TYPE=""REF_Lake"";TNT=""Target"";ALBERS_X=""-1826069.81312"";ALBERS_Y=""8051",17120003,NA,"",NA,"","42.736902000000001","-118.647249",NA,"","","GPS-Unspecified","WGS84","2248.0","m              ",NA,"","Other","NGVD29      ","US",41,"025",NA,NA,NA,NA,NA,NA,NA,NA,"42.736902","-118.647249"
