"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","site_only","LatChar","LonChar"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR012","Sandy River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/13/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""685.76"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 f",17080001,NA,"",NA,"","45.395277800000002","-122.1497222",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR012","45.3952778","-122.1497222"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR014","McKenzie River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/3/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1098.134"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 ",17090004,NA,"",NA,"","44.167459999999998","-122.24957999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR014","44.16746","-122.24958"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR015","Rogue River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""Urban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/19/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""5637.641"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 fo",17100308,NA,"",NA,"","42.413333299999998","-123.1583333",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"029",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR015","42.4133333","-123.1583333"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR016","South Santiam River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""NO"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/12/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1643.865"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for descr",17090006,NA,"",NA,"","44.490769999999998","-122.81381",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"043",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR016","44.49077","-122.81381"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR019","Alsea River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/7/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""838.578"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for descri",17100205,NA,"",NA,"","44.372599999999998","-123.83628",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"041",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR019","44.3726","-123.83628"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR021","John Day River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""6/12/2009"";FW_ECO9=""XER"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""17246.046"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for des",17070204,NA,"",NA,"","45.170000000000002","-120.4825",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR021","45.17","-120.4825"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR022","North Fork Umpqua River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/1/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""3225.215"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 ",17100301,NA,"",NA,"","43.310789999999997","-123.21151",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR022","43.31079","-123.21151"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR023","Draw Creek","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""2nd"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/28/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""16.563"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 for description of fi",17080001,NA,"",NA,"","45.21161","-121.84732",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR023","45.21161","-121.84732"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR025","Snake River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""8th+"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/14/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""165096.079"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for de",17060101,NA,"",NA,"","45.576000000000001","-116.48831",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR025","45.576","-116.48831"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR026","Crooked River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/14/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""7116.885"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for descr",17070305,NA,"",NA,"","44.247430000000001","-120.8596",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR026","44.24743","-120.8596"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR027","Willamette River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""Urban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/30/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""5193.011"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for descript",17090003,NA,"",NA,"","44.055819999999997","-123.0843",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR027","44.05582","-123.0843"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR028","Tualatin River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""Urban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/27/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1225.364"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for descript",17090010,NA,"",NA,"","45.484720000000003","-122.95999999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"067",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR028","45.48472","-122.96"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR030","Sprague River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/23/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""3297.654"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002",18010202,NA,"",NA,"","42.462119999999999","-121.46878",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"035",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR030","42.46212","-121.46878"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR033","Malheur River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""6/1/2009"";FW_ECO9=""XER"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""6317.186"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for descri",17050117,NA,"",NA,"","43.771160000000002","-118.04935",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"045",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR033","43.77116","-118.04935"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR035","Siletz River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/8/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""702.524"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for descri",17100204,NA,"",NA,"","44.806388900000002","-123.9727778",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"041",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR035","44.8063889","-123.9727778"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR037","John Day River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""6/15/2009"";FW_ECO9=""XER"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""18308.507"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for des",17070204,NA,"",NA,"","45.53248","-120.35825",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"055",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR037","45.53248","-120.35825"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR041","Imnaha River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/16/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1912.328"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002",17060102,NA,"",NA,"","45.749459999999999","-116.75984",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR041","45.74946","-116.75984"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR043","Tributary to Sharps Creek","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""2nd"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/11/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""4.407"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 for description of fie",17090002,NA,"",NA,"","43.615020000000001","-122.76859",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR043","43.61502","-122.76859"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR044","North Fork Santiam","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/13/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1356.907"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002",17090005,NA,"",NA,"","44.752850000000002","-122.51421999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR044","44.75285","-122.51422"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR045","North Fork John Day","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""4th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/19/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""212.931"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for description of fields.",17070202,NA,"",NA,"","44.901479999999999","-118.47777000000001",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR045","44.90148","-118.47777"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR046","Sprague River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/22/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""3968.875"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for descr",18010202,NA,"",NA,"","42.599930000000001","-121.76076999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"035",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR046","42.59993","-121.76077"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR047","Tributary to North Fork Smith River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""1st"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/21/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for description of fields.",18010101,NA,"",NA,"","42.072150000000001","-124.00887",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR047","42.07215","-124.00887"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR049","Owyhee River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""7th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""5/30/2009"";FW_ECO9=""XER"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""23718.295"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for des",17050110,NA,"",NA,"","43.052979999999998","-117.69475",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"045",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR049","43.05298","-117.69475"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR050","West Creek","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""1st"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/13/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""8.15"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for description of fields.",17100302,NA,"",NA,"","43.100879999999997","-122.82959",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR050","43.10088","-122.82959"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR051","Willamette River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/29/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""8511.228"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002",17090003,NA,"",NA,"","44.317070000000001","-123.21648999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"043",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR051","44.31707","-123.21649"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR052","North Fork Rock Creek","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""1st"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/20/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""7.977"";RT_NRSA_CAT=""Least Disturbed"" See NRSA publication EPA841-B-06-002 for description of fields.",17050203,NA,"",NA,"","44.851419999999997","-118.14283",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR052","44.85142","-118.14283"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR054","Rogue River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/20/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""13299.801"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-00",17100310,NA,"",NA,"","42.470833300000002","-124.3433333",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR054","42.4708333","-124.3433333"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR055","Raymond Creek","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""2nd"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/6/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""7.744"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for description of fields.",17090012,NA,"",NA,"","45.730739999999997","-122.92966",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"067",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR055","45.73074","-122.92966"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR056","Tamarack Creek","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";STRAHLERORDER=""1st"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""7/15/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""6.575"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for description of fields.",17070201,NA,"",NA,"","44.141539999999999","-119.29134999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR056","44.14154","-119.29135"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR057","Grande Ronde River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/4/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""7656.565"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 ",17060106,NA,"",NA,"","45.930630000000001","-117.45506",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR057","45.93063","-117.45506"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR058","McKenzie River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""NO"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/5/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""2313.335"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 f",17090004,NA,"",NA,"","46.4467","-122.57704",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"041",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR058","46.4467","-122.57704"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR059","Umpqua River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""6th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/2/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""9401.14"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 f",17100303,NA,"",NA,"","43.577770000000001","-123.5025",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR059","43.57777","-123.5025"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR060","Santiam River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""Urban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/14/2008"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1782.64"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002 for",17090005,NA,"",NA,"","44.777239999999999","-122.82012",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR060","44.77724","-122.82012"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR061","Middle Fork John Day","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/26/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1315.411"";RT_NRSA_CAT=""Intermediate Disturbance"" See NRSA publication EPA841-B-06-002",17070203,NA,"",NA,"","44.885060000000003","-119.14906000000001",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR061","44.88506","-119.14906"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR064","Snake River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""8th+"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""9/11/2009"";FW_ECO9=""WMT"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""164523.577"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for de",17060101,NA,"",NA,"","45.286940000000001","-116.67222",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"049",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR064","45.28694","-116.67222"
"NARSTEST","EPA National Aquatic Resources Survey (TEST Submission)","NARSTEST-FW08OR065","Donner und Blitzen River","River/Stream","FW_ECO3=""WMTNS"";URBAN=""NonUrban"";INDEXVIS_FTIS=""YES"";STRAHLERORDER=""5th"";VISIT_NO=""1"";INDEX_VISIT=""YES"";DATE_COL=""8/25/2009"";FW_ECO9=""XER"";EPA_REG=""10"";NHDWAT_AREA_SQKM=""1602.508"";RT_NRSA_CAT=""Most Disturbed"" See NRSA publication EPA841-B-06-002 for descr",17120003,NA,"",NA,"","43.182720000000003","-118.87842999999999",NA,"","","GPS-Unspecified","WGS84",NA,"",NA,"","","","US",41,"025",NA,NA,NA,NA,NA,NA,NA,NA,"NARSTEST-FW08OR065","43.18272","-118.87843"
